Item ID,Title/Description,Idioma
ITEM-185050,"Indicadores para el Desarrollo Para participar en el curso tienes que completar dos pasos: 



1. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"" 


2. Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.

 


Para conocer todos los detalles de este curso, pulsa sobre el nombre del curso y visita la pestaña de Overview.",Español 
ITEM-185051,"Online Tutor Training Para participar en el curso tienes que completar dos pasos: 



1. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"" 


2. Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.

 


Para conocer todos los detalles de este curso, pulsa sobre el nombre del curso y visita la pestaña de Overview.",Español 
ITEM-185052,"Formación para la Tutoría en Línea Para participar en el curso tienes que completar dos pasos: 



1. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"" 


2. Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.

 


Para conocer todos los detalles de este curso, pulsa sobre el nombre del curso y visita la pestaña de Overview.",Español 
ITEM-185053,"Treinamento para Tutoria Online Para participar en el curso tienes que completar dos pasos: 



1. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"" 


2. Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.

 


Para conocer todos los detalles de este curso, pulsa sobre el nombre del curso y visita la pestaña de Overview.",Español 
ITEM-185054,DIGITAL TRANSFORMATION WORKSHOP DIGITAL TRANSFORMATION WORKSHOP BY DEI,Ingles 
ITEM-185055,"Green Innovation Policies for LAC Countries The general objectives of this knowledge session is to provide an overview of the best policy practices in the area of GI as well as to strengthen the capacity of the IDB to serve the Governments of the region in their demands for activities to promote GI. The specific objectives are to expand the knowledge of IDB Sector Specialists on the main features of GI and GI policies, as well as to understand the conditions for a successful implementation of these policies in the region.",Ingles 
ITEM-185056,Green Innovation Policies for LAC Countries The specific objectives are to expand the knowledge of IDB specislits on Green Innovation  features and policies. It will also include understanding the conditions for a sucessful implementation of these policies,Ingles 
ITEM-185057,"Bill Drayton, Founder of Ashoka | The Future of Social Entrepreneurship and Innovation ",Ingles 
ITEM-185058,"Greening Financial Flows: How can development finance institutions align with the Paris Agreement? Multilateral Development Banks have a vital role in supporting member countries to meet their goals under the Paris Climate Agreement.  During the past year, E3G has been doing extensive research to assess progress among the main development banks on various topics including on supporting green finance, technical assistance, energy efficiency, forests and land use, greenhouse gas reporting, climate risk screening and carbon pricing. 

This seminar will share some of the key findings and highlights from the work, including selected case studies. What are the implications and how can we accelerate a positive ‘race to the top’ to reach the Paris climate goals?",Ingles 
ITEM-185059,"MINDLAB | Curios about Innovation Labs' methodologies? | Thomas Prehn, Director of Mindlab Mindlab is the world leading public sector lab, and as a public servant truly embedded in the Danish Government, Thomas Prehn has pioneered organizational transformation, behavioral change and leadership mindshift in the Danish public sector.",Ingles 
ITEM-185061,"PLI Agreement PLI  Membership 2018-2019 (to start June 1, 2018)",Ingles 
ITEM-185063,Semana de Representantes 2018 Semana de Representantes 2018,Español 
ITEM-185064,Advisory Comitee SCL ,Ingles 
ITEM-185065,Presentaciones de los jefes de división al departamento de SCL ,Español 
ITEM-185066,Enfoque al Cliente (Client Engagement) ,Español 
ITEM-185067,Training on Key Characteristics of FFF This training session introduces participants to key characteristics of the Flexible Financing Facility (FFF) as the Bank´s single platform for approval of all OC Sovereign Guaranteed (SG) loans.,Ingles 
ITEM-185068,"BIM: Construcción Inteligente | Todo lo que siempre has querido saber sobre BIM ¿Tiene la región de América Latina y el Caribe el potencial de ahorrar US$ 15,000 millones al año en inversión pública en infraestructura? La adopción de tecnologías digitales, y en particular del BIM (Building Information Modeling) indican que sí. Te invitamos el lunes 14 de mayo a las 9.00am a un taller para contestar todas tus preguntas sobre el BIM: Que es? Quienes lo usan y cómo?  Cuáles son las políticas públicas necesarias para impulsar una adopción rápida?",Español 
ITEM-185069,"La importancia del networking en la carrera profesional de la mujer Una charla sobre los beneficios de crear y mantener redes de contactos para las mujeres profesionistas, y las distintas maneras existentes de hacer networking de manera efectiva.",Español 
ITEM-185070,"ORP 2018 Innovation Workshop The workshops aim to strengthen ORPs team’s abilities on challenging the status quo and developing a creative mind, to be a change leader within the IDB driving innovative approaches by i) identifying innovative approaches to improve ORP’s internal and external work; ii) increasing the ability to manage change in collaborative and innovative ways; and iii) encouraging a motivated, integrated, and inspired team.",Ingles 
ITEM-185071,"Prácticas Gerenciales de Monitoreo: hacia una cultura de aprendizaje en la gestión del desarrollo Para participar en el curso tienes que completar dos pasos: 



1. Registrarte  en la sesión/ fecha que te interesa ingresando a "" View course date"" 


2. Completado  el paso anterior recibirás un  un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.

 


Para conocer todos los detalles de este curso, pulsa sobre el nombre del curso y visita la pestaña de Overview.


* Este curso tiene prerequisitos. Puedes consultarlos en la pestaña de Overview.",Español 
ITEM-185072,"Procurement Certification Exam - FMP *REGISTRATION CLOSED ON MAY 21*
This Procurement Certification Exam will be available between June 1-8. If you register now make sure to return on the dates mentioned above to take the exam, which will be available in English, Spanish, French and Portuguese.
For more information, please contact Freddy Andara at freddyan@iadb.org (VPC/FMP), or the operations training team at OLP@iadb.org (KNL/SDI).

*EL REGISTRO CERRÓ EL 21 DE MAYO*
Este Examen de Certificación en Adquisiciones estará disponible entre el 1 y el 8 de junio. Si se registra ahora, por favor, regrese entre el 1 y el 8 de junio para tomar el examen que estará disponible en español, inglés, francés y portugués.
Para más información, por favor, contactar a Freddy Andara freddyan@iadb.org  (VPC/FMP), ó al equipo a cargo del programa de formación operativa OLP@iadb.org (KNL/SDI).",Ingles 
ITEM-185073,Iniciativa Regional para el Reciclaje Inclusivo ,Español 
ITEM-185074,Blended Finance: The Theory and the Practice This talk will present the topic of blended finance.,Ingles 
ITEM-185076,"Connecting dots between technology, self sovereign identity and government ",Ingles 
ITEM-185077,"El Futuro del Trabajo y las Pensiones en Chile Este seminario presentará los desafíos y transformaciones en los sistemas de intermediación laboral y de pensiones en un contexto de cambios tecnológicos, envejecimiento poblacional y regulaciones laborales que no responden a las necesidades presentes y futuras.",Español 
ITEM-185080,"Taller de Instrumentos de Préstamos con Garantía Soberana y Mejoras al Informe de Monitoreo del Prog Presentar al personal operativo de la Oficina de País los distintos instrumentos de préstamo con garantía soberana con los que cuenta el Banco, sus principales características y algunas lecciones aprendidas de la experiencia en su implementación.",Español 
ITEM-185082,"Sistema de Gestión Ambiental y Social: Una oportunidad de negocio Este curso funciona como una guía para la integración de prácticas ambientales y sociales dentro de la gestión de riesgo de las instituciones financieras, particularmente para aquellas categorizadas como IF-3. El curso busca identificar la importancia de integrar aspectos ambientales y sociales no solo como elemento de cumplimiento, pero sobre todo, como elemento de valor para la Instituciones Financieras y sus clientes.


Una vez que usted se registre, podrá acceder a la actividad que lo llevará a la plataforma Moodle para matricularse en el curso y participar.",Español 
ITEM-185083,Taller de Comunicación Efectiva Parte II Taller de Comunicación Efectiva Parte II,Español 
ITEM-185084,"Taller de Intercambio de Experiencias y Fortalecimiento del Equipo de Economistas de CID 1.	Intercambiar conocimientos y experiencias entre el equipo de Economistas de CID, con especial énfasis en los miembros recién integrados: ¿Cómo apoyar estratégicamente más y mejor a los países, a la Región y al Banco?
2.	Analizar los principales desafíos que enfrentan los Economistas en el ciclo de preparación, aprobación y seguimiento a la implementación de las Estrategias de Países: ¿Cómo compartir y comunicar efectivamente el conocimiento generado en el proceso, especialmente el CDC?
3.	Discutir y validar prioridades de investigación para el equipo de CID: ¿Cómo priorizar y diseminar los productos de conocimiento?",Español 
ITEM-185088,"Capacitación en Comunicación en Nicaragua Capacitar al personal de la Representación, en temas de comunicación (por ejemplo en ¿cómo redactar ""blog-post? y otras herramientas comunicaciones).",Español 
ITEM-185090,"Capacitación en Comunicación en El Salvador Capacitar a los funcionarios de la Representación en temas de comunicación (por ejemplo en ¿cómo redactar ""blog-post""? y otras herramientas)",Español 
ITEM-185091,"Intercambio de AO's, con el objetivo de conocer Best practices operativas Intercambio de AO's, con el objetivo de conocer Best practices operativas relevantes para la generación de resultados óptimos",Español 
ITEM-185094,"New Methodology for Evaluation of Public Procurement Systems MAPS The purpose of the workshop is: 

a)	To introduce to a group of FMP staff the new MAPS / 2017 Methodology for the Evaluation of Public Procurement Systems, its structure, form of application, benefits and execution process.
b)	To understand the global scope of MAPS’ coverage and the new complementary modules which will enable the analysis to be extended to specific and detailed areas.
c)	To understand through practical qualitative and quantitative exercises, how to carry out the analyzes and evaluations in the framework of MAPS methodology.
d)	To understand the process of organization and execution of the Evaluation, its quality control scheme and preparation of reports.
e)	To understand the experience of FMP specialists while applying the previous MAPS, share good practices and challenges on the matter, looking forward the application of future new MAPS.",Ingles 
ITEM-185095,The future of work - Regional Perspectives ,Ingles 
ITEM-185097,Curso de preparación examen PMP ,Español 
ITEM-185098,"Contrato de Préstamo de Inversión para Operaciones con Garantía Soberana El curso ""Contrato de Préstamo de Inversión para Operaciones con Garantía Soberana Financiadas con Recursos del Capital Ordinario"" comprende cuatro módulos, que incluyen aspectos generales del contrato, aspectos financieros del préstamo, aspectos operativos del proyecto y temas de aplicación uniforme a todos los préstamos para operaciones de préstamo para inversión. 

Este curso se realiza en Moodle. Para ver todos los detalles y registrarse visitar el siguiente enlace: https://cursos.iadb.org/es/indes/contrato-prestamo-inversion-operaciones-garantia-soberana-financiadas",Español 
ITEM-185099,"Ask the Expert about the ezShare & Convergence Improvements - I Ask the Expert about the ezShare & Convergence Improvements - I

Pregúntale al Experto sobre las Mejoras ezShare & Convergencia - I",Ingles 
ITEM-185100,BBL: Meet Mr. Eisenstadt Serie de BBLs CCS.,Ingles 
ITEM-185101,BBL: Managing Distributional Impacts of Carbon Pricing Serie de BBLs CCS,Ingles 
ITEM-185102,2018 Annual Meeting COO/FMP Inspire and motivate the VPC team to bring creativity and innovation to day-to-day work,Ingles 
ITEM-185103,"Second Annual Smith Analytics Conference Big data, business intelligence, predictive analytics, key performance indicators, risk analysis, marketing research - these buzz terms are prolific in the C-suite. At the Second Annual Smith Analytics Conference on April 27, 2018, you will learn how to leverage the latest analytics best practices to help improve your company's bottom line.

Hosted by the Smith Analytics Consortium at the University of Maryland's Robert H. Smith School of Business, the day-long forum will feature speakers from industry, government and academia who will discuss their experiences and challenges in analytics. Smith School faculty will present cutting-edge research in the field.",Ingles 
ITEM-185104,"Aligned Assurance Training In this workshop, participants will learn what other companies are doing and discuss the three lines of 1) defense model, 2) the value created by aligned assurance, and 3) the best ways to promote information sharing. In addition, the group will identify areas to take action and process improvements where the leadership team can implement a superior approach as well as develop a go-forward “Strategy-on-a-Page” to make it easy to implement steps that achieve a desired future state.",Ingles 
ITEM-185105,Internet for All - IEEE Internet Inclusion ,Ingles 
ITEM-186001,"Biodiversidad en Estudios de Impacto Ambiental Para participar en el curso tienes que completar dos pasos:

1. Registrarte en la sesión/ fecha que te interesa ingresando a ""View course date""

2. Completado el paso anterior recibirás un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.",Español 
ITEM-186002,"Biodiversity in Environmental Impact Assessments To participate in the course you have to complete two steps:

1. Register in the session / date in which you want to participate

2. You will receive a notification email with the instructions to follow",Ingles 
ITEM-186003,"Principios para la Revisión de Evaluaciones de Impacto Ambiental Para participar en el curso tienes que completar dos pasos:

1. Registrarte en la sesión/ fecha que te interesa ingresando a ""View course date""

2. Completado el paso anterior recibirás un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.",Español 
ITEM-186004,"Principles for Reviewing Environmental Impact Assessments To participate in the course you have to complete two steps:

1. Register in the session / date in which you want to participate

2. You will receive a notification email with the instructions to follow",Ingles 
ITEM-186005,"Participación Ciudadana Relevante (MuSE) Para participar en el curso tienes que completar dos pasos:

1. Registrarte en la sesión/ fecha que te interesa ingresando a ""View course date""

2. Completado el paso anterior recibirás un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.",Español 
ITEM-186006,"Meaningful Stakeholder Engagement (MuSE) To participate in the course you have to complete two steps:

1. Register in the session / date in which you want to participate

2. You will receive a notification email with the instructions to follow",Ingles 
ITEM-186007,"Diseño instruccional para la tutoría en línea Este curso pretende desarrollar habilidades para el diseño instruccional de programas formativos que operan en entornos virtuales de aprendizaje, y convertirse en una respuesta a la demanda educativa actual, que hace un uso cada vez más intensivo de los beneficios de la tecnología. Su propósito es, por tanto, que el tutor o docente en línea sea capaz de ejercer su rol como planificador de la enseñanza, determinando la necesidad educativa de sus alumnos y del contexto, organizando de manera sistemática los elementos necesarios de la acción instruccional, con la finalidad de garantizar los aprendizajes deseados, tomando en cuenta el conocimiento de la ciencia en estudio y haciendo uso de los recursos y herramientas que proveen los ambientes virtuales de aprendizaje. Al finalizar el curso el participante desarrollará una propuesta de diseño instruccional factible, sobre una necesidad instruccional detectada, observando los lineamientos requeridos por el modelo seleccionado, e incluyendo los aspectos más relevantes de la teoría psicoeducativa que lo fundamenta. Objetivos generales: 1. Analizar el proceso de diseño instruccional para entornos virtuales de aprendizaje, sus componentes y dimensiones. 2. Analizar las particularidades de los principales modelos de diseño instruccional. 3. Relacionar los principales planteamientos teóricos del aprendizaje con el diseño instruccional. 4. Crear y evaluar la propuesta de diseño instruccional de un curso en línea considerando sus dimensiones tecnológica, pedagógica y comunicativa. 5. Analizar las posibilidades de implementación del diseño instruccional en entornos virtuales de aprendizaje.",Español 
ITEM-186008,Training OP Team: Mejoras en la integración ezShare+Convergencia Training OP Team: Mejoras en la integración ezShare+Convergencia,Español 
ITEM-186009,MIT Media Lab Spring Meeting 2018 El objetivo de esta sesion es actualizar a sus miembros sobre las principales actividades de investigación y desarrollo que realizan los 26 grupos e iniciativas que integran el laboratorio.,Español 
ITEM-186010,"ORP Funding Solutions Fair The Office of Outreach and Partnerships (ORP) cordially invites you to the ORP Funding Solutions Fair. This event will provide you with a unique window into the array of resource mobilization instruments from external partners, available funding sources for your projects and activities, and information on how to access these resources. The event will take place from 9am to 5pm in the IDBG Atrium.  Feel free to visit our website http://orp/",Ingles 
ITEM-186011,"Conversatorio con Gloria Ortega: Retos y oportunidades implementando tecnologías en LAC Gloria Ortega conversará sobre las oportunidades y retos de implementar tecnologías en proyectos del área social, gracias a su experiencia en el sector público y privado.
Hablará sobre su conocimiento implementando tecnologías en América Latina, y sobre cómo promover la participación de los funcionarios públicos cómo base del éxito basado en el caso del Ministerio de Trabajo de Paraguay.",Español 
ITEM-186012,"El Futuro del Trabajo y las Pensiones en Chile - Taller de Parlamentarios En un contexto en que la transformación digital y demográfica afecta todos los órdenes de la vida pública y privada, el objetivo de este taller es ofrecer a los participantes un espacio para reflexionar sobre los desafíos y oportunidades del Futuro del Trabajo para Chil, especialmente sobre el mercado de trabajo y los sistemas de pensiones.  El taller contará con presentaciones de expertos internacionales y del Banco y ofrecerá espacios para la reflexión y discusión de los temas.",Español 
ITEM-186013,Digital Transformation Program through Coursera Este programa ofrece un menú de cursos dirigidos a fortalecer el entendimiento y conocimientos del personal de SCL en temas relacionados con la trasformación digital. (Programa de Coursera para SCL).,Español 
ITEM-186014,"Preparación de Perfiles Competitivos para Proyectos de Investigación e Innovación Agropecuaria Para participar en el curso tienes que completar dos pasos:

1. Registrarte en la sesión/ fecha que te interesa ingresando a ""View course date""

2. Completado el paso anterior recibirás un correo de notificación con las indicaciones a seguir para completar tu matrícula con éxito.",Español 
ITEM-186015,"BBL: Building resilient and inclusive coffee supply chains in Latin America Join us in a discussion about the challenges faced by small coffee farmers in Central America and Brazil and some of the strategies implemented by the private sector and its sustainability programs. The presentation will focus on the partnership between the MIF and the HRNS Foundation, in two specific projects. HRNS is a specialized non-profit organization working with farmers in coffee around the world and part of the Neumann Kaffe Group (NKG), a global leader in the coffee trade, based in Germany.",Ingles 
ITEM-186016,"MICI Introduction Sessions - Webex MICI is offering the opportunity for all IDBG employees to get to know the MICI as presented by Victoria Márquez-Mees, its Director. This is an introductory session on accountability at the IDBG and the purview of the Independent Consultation and Investigation Mechanism, one of the oversight offices reporting to the Board of Executive Directors of the IDBG institutions. A session in each of the following languages is offered:  English, Spanish and Portuguese.",Ingles 
ITEM-186017,"Pilot study of the trade policymaking game in Argentina RES will conduct a pilot study of the trade policymaking game in Argentina. This will begin with a series of detailed interviews of private and public actors in March and April 2018. In addition to providing a better understanding of the trade policymaking process in this country, the early work in Argentina will allow the team to develop and fine-tune the methodology and the terms of reference for the rest of the country chapters. This will involve the work of an international consultant, as well as two trips by this consultant and the leader of the team.",Ingles 
ITEM-186018,Latinobarometro survey The  team will prepare a set of new questions and design an experiment to be implemented through the Latinobarometro survey of 2018.,Ingles 
ITEM-186019,"Paper on the political economy of trade policy in the US The end product will be a short paper on the political economy of trade Policy in the US. This will involve hiring a consultant to produce the paper, that will be a key element in order to provide some comparative perspective and guidance to the Latin American country papers.",Ingles 
ITEM-186020,Case study on Australia´s Productivity Commision The team will visit Australia´s Productivity Commission,Ingles 
ITEM-186021,Capacity Building Workshop CCS Bahamas Mandate Capacity Building Workshop CCS Bahamas Mandate,Ingles 
ITEM-186022,Serie BBLs Digitales 2.0 BBLs digitales,Español 
ITEM-186025,2018 VPF Management Workshop 2018 VPF Management Workshop,Ingles 
ITEM-186027,Mezzanine Investments Workshop Mezzanine Investments Workshop,Ingles 
ITEM-186028,"Conversatorio con Warren Evans - ADB’s Special Project Facilitator MICI is invited to a conversation with Mr Warren Evans to know more about the ADB accpuntability function, especially its problem solving process.",Ingles 
ITEM-186029,"Registro de horario y asistencia en SAP para Staff El proceso de completar un informe de tiempo para un empleado del BID es una función fundamental para el Banco, ya que captura el esfuerzo que los empleados dedican trabajando en los diferentes productos y servicios del Banco. El reporte de su tiempo es esencial para aumentar la cultura de transparencia, rendición de cuentas y eficiencia de costos en el Banco. En este curso de 15 minutos, usted aprenderá porqué el Reporte de su tiempo es fundamental para la buena administración del Banco, así también como ingresar su tiempo y asistencia en el SAP Timesheet.",Español 
ITEM-186030,"Time and attendance recording in SAP for Staff An employee’s time reporting is a critical function for the IDB, as it captures the effort that employees spend working on different Bank products and activities. Time reporting is essential to increase the culture of transparency, accountability, and cost efficiency at the Bank. In this 15-minute course you will learn about why Time Reporting is fundamental to the Bank’s proper administration, as well as how to enter your time and attendance in the SAP Timesheet.",Ingles 
ITEM-186031,FIN Leadership Retreat 2018 Management Annual Retreat,Ingles 
ITEM-186032,Corporate Credit Analysis Corporate Credit Analysis,Ingles 
ITEM-186033,Project Finance Credit Analysis Project Finance Credit Analysis,Ingles 
ITEM-186034,Strategic Planning Session | KNL and EXR Management Team ,Ingles 
ITEM-186035,Strategic Planning Session | KNL and EXR Departmental Workshop Strategic Planning Session | ONE Team,Ingles 
ITEM-186036,ESG Clinics the Clinic will also include an open QA session with the QR Group and the OPS group. Come work together to improve the quality of our work: it’s everybody’s business.,Ingles 
ITEM-186037,ESG Knowledge Week Third edition of ESG's Foundational Training to focus on.,Ingles 
ITEM-186038,"Los Sistemas Inteligentes de Transporte: Una guía práctica para su implementación en ALC En América Latina y el Caribe (ALC) existe un creciente interés en los ITS y en su implementación, a la par que se ha incrementado en el mercado la oferta de soluciones tecnológicas para gestionar la infraestructura de transporte y facilitar la información a los usuarios. Sin embargo, en ocasiones no existe el conocimiento técnico o información objetiva que permita a la autoridad implementar soluciones de ITS con éxito.

Los ITS, además de facilitar la gestión de los sistemas de transporte, también permiten generar información útil sobre el uso de la infraestructura, la cual puede ser utilizada para la planeación y mejor desempeño del sector.

Este curso proporciona al alumno conocimientos generales sobre los ITS. Incluye información sobre elementos técnicos, pero también sobre los aspectos sociales, económicos, e institucionales y normativos, para lograr la correcta aplicación de los ITS. Asimismo, aporta una perspectiva sobre la coordinación requerida entre diversas áreas de gobierno, empresas privadas, usuarios, y otros actores involucrados, como la sociedad civil.

Al finalizar el curso, el alumno será capaz de identificar los beneficios que pueden brindar las aplicaciones de ITS para resolver problemas en el sector de la movilidad y el transporte, diagnosticar los retos en su implementación y describir sus componentes comunes. Asimismo, el alumno podrá utilizar los conocimientos adquiridos para conceptualizar y diseñar una aplicación ITS en su ciudad o región.",Español 
ITEM-186040,"Economías Colaborativas: Contribución al Proceso de Desarrollo Integral de las Ciudades El Director del Programa de Ciudades de uno de los think-tanks más importantes de Argentina y la región, CIPPEC, abordará el fenómeno de la Economía Colaborativa a propósito de un proyecto que estamos desarrollando junto a ellos y el Ministerio de Producción para facilitar el acceso a servicios y oportunidades de emprendimiento en ciudades argentinas.

Tema: La Economía Colaborativa, parte central de la nueva economía digital, es un fenómeno innovador de alcance global y transversal que está generando importantes cambios estructurales en el funcionamiento de los
mercados. Constituye un sistema económico en el que se comparten e intercambian bienes y servicios a través de plataformas digitales, ofreciendo importantes oportunidades para democratizar la economía, favoreciendo la
inclusión social, promoviendo el espíritu emprendedor y desencadenando una ola de innovación que pueda contribuir a resolver algunos de los grandes problemas sociales, económicos y ambientales de los habitantes de la región.

Presentador: Gabriel Lanfranchi, es Arquitecto (Universidad de Buenos Aires), Magíster en Economía Urbana (Universidad Torcuato Di Tella), Investigador Asociado, SPURS Fellow y fundador del Metro Lab Initiative en MIT. Es Director del Programa de Ciudades del Centro de Implementación de Políticas Públicas para la Equidad y el Crecimiento (CIPPEC) y Co-Chair del T-20, Task Force Acción Climática e Infraestructura para el Desarrollo. También es Director del Posgrado en Urbanismo Metropolitano (Universidad de Buenos Aires) y Director del Metro Lab UBA. 

Webex: Economías Colaborativas: Contribución al Proceso de Desarrollo Integral de las Ciudades
Friday, April 27, 2018 | 
Meeting number: 857 696 790
Meeting link: https://iadb.webex.com/iadb/j.php?MTID=m6b445dbb5ed47c80a20c1b1999f12fd5
Audio connection: 1-650-479-3207 Call-in toll number (US/Canada) Global call-in numbers
Access code: 857 696 790",Español 
ITEM-186041,Serie charlas OMB Dar a conocer los servicios de la Oficina de OMB.,Español 
ITEM-186042,Video Acceso a Información Este video es para acceso a información.,Español 
ITEM-186043,"A Glimpse into the Future: Quantum Technologies Marcos Allende, Consultor, ITE/IPS, presentará esta tecnologia emergete que puede tener grandes implicaciones para el futuro de los sectores sociales",Español 
ITEM-186044,Project Management Training for HRD Project management training delivered by HRD for HRD,Ingles 
ITEM-186045,Serie de BBL temas técnicos para SEC ,Español 
ITEM-186046,Access to Information Focal Point Workshop Workshop for Focal Points and Publishers related to their responsibilities under the Access to Information Policy.,Ingles 
ITEM-186047,Harnessing the Power of Mobile to Engage Citizens across LAC ,Ingles 
ITEM-186048,Taller de Evaluacion Economica SIEPAC ,Español 
ITEM-186049,BBL Transformando la Infraestrucutra desde el Sector Publico Presentación de Servicio de la Empresa Espanola INECO,Español 
ITEM-186050,"Superheroes of Development Award The IDB is launching this Award to recognize valuable lessons learned by executing agencies that have successfully addressed or pre-empted challenges that emerge during the execution of development projects.  The award is part of an effort to improve the performance of the projects that the IDB finances, through systematic learning and knowledge sharing.",Ingles 
ITEM-186051,"Spider Scoreboard Course The course will feature a professional Spider Scoreboard trainer teaching by WebEx, with the following learning objectives:

•	Review other sample dashboards (not just FINs)
•	Develop Reports
•	How to use Initiatives
•	Develop Briefings
•	Set up of Dashboards
•	Import of large data sets of information
•	What else is possible with Spider Scoreboard software",Ingles 
ITEM-186053,"¿Cómo lograr una mejor interacción en Twitter? Este training está dedicado100% a la red social comandada por la famosa palomita: Twitter! Participantes tendrán la oportunidad de escuchar a expertos de Twitter, quienes nos contarán estrategias y consejos sobre cómo aprovechar mejor nuestra presencia en esta red frente a una mejor interacción con la audiencia. El training será en español.",Español 
ITEM-186054,Capacitaciones en Operaciones SGO Capacitaciones en Operaciones SGO en temas varios,Español 
ITEM-186055,Change Management Training Session ,Ingles 
ITEM-186057,Jornada de Conocimiento CTI ,Español 
ITEM-186059,Chief of Operations 2018 ,Ingles 
ITEM-186060,Jornada de Conocimiento CTI ,Español 
ITEM-186062,SAP Procure to Pay – Frequently Asked Questions Como resultado del evento los participantes comprenderán la mejor forma de solucionar los problemas más frecuentes en el proceso de compras y pagos. Se proporcionarán puntos de contacto para resolución de problemas.,Español 
ITEM-186063,"PMR Exam This exam is available in English and Spanish. Please review the recommended preparatory courses mentioned below, which you can find in Mylearning portal:

-PMR Overview 
-PMR at Project Approval 
-PMR at Eligibility 
-PMR during Execution 
-PMR Validation 
-PMR Performance Classification 

To take the exam go to: https://indesvirtual.iadb.org/course/view.php?id=1150",Ingles 
ITEM-186064,"The Social Sciences and Climate Change: Thoughts on a Research Agenda This seminar will share some of the key findings and highlights from the work of Todd A. Eisenstadt.
KEY FINDINGS:
•	Climate change may cause mass migration, defined as those who migrate for reasons related directly to extreme weather and other meteorological events.
•	Across the globe, indigenous communities have been particularly vocal about climate change as a threat to the traditional ways of life represented in their cosmovision—or traditional worldview—resulting in demands for protection of the earth as part of their core beliefs.",Ingles 
ITEM-186065,"Sustainability Research Seminar Series: Katie Arkema The Inter-American Development Bank’s (IDB’s) Sustainability Research Seminar (SRS) series is interested in research focused on environmental, natural resource, climate, and urban issues in Latin America and the Caribbean.
The objective is to provide a regularly scheduled, IDB-wide forum where IDB researchers and staff focused on climate, environmental, natural resource and urban issues can network with top researchers in their fields, keep apprised of frontier research and methods, and present and get constructive feedback on their own research.",Ingles 
ITEM-186066,Embracing Exponential Disruption Workshop ,Ingles 
ITEM-186067,Workshop on Green Lines ,Ingles 
ITEM-186068,"Conversatorios sobre temas transversales a la gestión de operaciones El objetivo es compartir e intercambiar conocimientos y experiencias sobre temas transversales de la gestión de operaciones en Nicaragua. Cada conversatorio incluirá una presentación introductoria, un panel entre Espacialistas del Banco y un espacio de diálogo interno (plenaria).",Español 
ITEM-186069,Taller de Salvaguardas Sociales y evaluación de impacto social Entrenamiento para la MICI,Español 
ITEM-186070,"Financing Projects with Resources from the European Union: Training for Executing Agencies This course is designed for the team members of Executing Agencies. It provides an overview of the special requirements for the implementation of projects financed or co-financed with resources from the European Union (EU), under the Framework Agreement between the IDB and EU. 

After completing this course, participants will be able to describe their roles and responsibilities in projects financed or co-financed with EU resources. They will also be able to execute the tasks of these projects according to the corresponding rules.",Ingles 
ITEM-186071,"Financiamiento de Proyectos con Recursos de la Unión Europea: Formación para Agencias Ejecutoras Este curso está diseñado para los miembros de equipo de las Agencias Ejecutoras. Brinda una descripción general de los requisitos especiales para la implementación de proyectos financiados o co-financiados con recursos de la Unión Europea, bajo el Acuerdo Marco firmado entre el BID y la Unión Europea. 

Después de completar este curso, los participantes conocerán sus obligaciones en los proyectos financiados o cofinanciados con recursos de la Unión Europea, y serán capaces de cumplir con los requisitos especiales aplicables a estos proyectos.",Español 
ITEM-186072,"Writing for Busy People This training will help participants maximize their impact with narrative techniques including stories, anecdotes and metaphors.",Ingles 
ITEM-186073,¿Cómo escribir entradas de blog? En este taller se entregaran herramientas de comunicación útiles para que los empleados de BID Invest puedan escribir sus propias entradas de blog y comprender la línea editorial del blog Negocios Sostenibles.,Español 
ITEM-186074,Blended Finance the Theory and the Practice Learn how US$1 million of concessional resources can mobilize US$10 in high impact investments,Ingles 
ITEM-186075,How to create a good work program Session with tips to create work programs,Ingles 
ITEM-186078,Cutting Edge Patimonio Urbano Resieliente LAC (New Orleans) Conocer la experiencia que tuvo Nueva Orleans en cuanto a la resiliencia de su patrimonio histórico al momento del impacto del Huracán Katrina en 2005.,Español 
ITEM-186079,"Cutting Edge Undestanding the Dinamics of Metropolitan Governments in LAC 1) Adapting the ICA Framework to the context of metropolitan governance in LAC. 2) Metropolitan Governance Workshop to equip participants with the skill to apply the ICA Framework to metropolitan governance in LAC. 3) iii.	Finalization and online publication of a White Paper (Discussion Note) that summarizes the learning from tasks (i) and (ii) above.",Ingles 
