Topic Modeling Id - New Index,Item ID,Title/Description,Idioma
221,ITEM-187137,"['tall', 'aquarating', 'part', 'caribb', 'wat', 'and', 'wastewat', 'association', 'conferenc', '(cwwa)', 'desarroll', 'tall', 'conoc', 'general', 'concept', 'practic', 'interpret', 'result', 'aplic', 'aquarating', 'marc', 'caribb', 'wat', 'and', 'wastewat', 'association', 'conferenc', '(cwwa)', '.']",Español
222,ITEM-187139,"['red', 'latinoamerican', 'econom', 'innov', 'emprend', 'objetivo:', 'fortalec', 'calid', 'investig', 'tem', 'innov', 'emprend', 'contribu', 'formacion', 'joven', 'investig', 'aument', 'visibil', 'investig', 'are']",Español
223,ITEM-187140,"['tall', 'equip', 'pai', 'republ', 'dominican', 'desarroll', 'equip', 'pais', 'alto', 'rendimient', 'cont', 'espaci', 'integr', 'innovacion.']",Español
224,ITEM-187142,"['evalu', 'pmr', 'exam', 'dispon', 'ingles', 'español.', 'mod', 'preparatori', 'pued', 'consult', 'curs', 'recomend', 'cit', 'continu', 'podras', 'encontr', 'mylearning', 'portal:-pmr:', 'vision', 'general-pmr', 'aprobacion-pmr:', 'revision', 'planif', 'elegibilidad-pmr', 'ejecu', 'proyecto-valid', 'pmr-pmr:', 'clasif', 'desempeñop', 'acced', 'exam', 'ir', 'a:', 'https://indesvirtual.iadb.org/course/view.php?id=']",Español
225,ITEM-187148,"['sesion', 'entren', 'fomin/ite:', 'convergent', 'sesion', 'cubrir', 'aspect', 'practic', 'modul', 'mas', 'utiliz', 'sistem', 'convergent', 'fomin', 'creacion', 'registr', 'oper', 'alin', 'estrateg', 'cicl', 'vid', 'proyectos.']",Español
226,ITEM-187149,"['tall', 'public', 'speaking', 'ccs', '-', 'kic', 'staff', 'banc', 'necesit', 'capacit', 'comun', 'public', 'present', 'audienci', 'clave.']",Español
227,ITEM-187155,"['tall', 'jef', 'oper', 'coordin', 'csc', 'impuls', 'agend', 'csc', 'region', 'rol', 'jef', 'oper', 'coordin', 'temat', 'csc']",Español
228,ITEM-187156,"['trd', 'learning', 'series:', 'financial', 'risk', 'report', 'tall', 'objet', 'profundiz', 'conoc', 'tecnic', 'relat', 'report', 'financier', 'riesg', 'discut', 'terminolog', 'especif', 'tema:)', 'capital', 'adequacy;', ')', 'credit', 'risk;', ')', 'market', 'risk;', ')', 'operational', 'risk.instructor:', 'feder', 'galiziasala:', 'ne-']",Español
229,ITEM-187157,"['trd', 'learning', 'series:', 'asset', 'management', 'for', 'borrowing', 'countri', 'tall', 'objet', 'adquir', 'conoc', 'tecnic', 'relat', 'nuev', 'instrument', 'financier', 'banc', 'discut', 'terminolog', 'especif', 'tem', 'tem', 'interes', 'seccion:)', 'capacity', 'building', 'asset', 'management', 'servic', 'and', 'advisory', 'services;', ')', 'global', 'capital', 'markets', 'advisory;', ')', 'cover', 'bonds.instructor:', 'francisc', 'ramon', 'ruiz', 'garciasala:', 'nw-']",Español
230,ITEM-187159,"['com', 'realiz', 'pitch', 'efectivo.', 'aprend', 'realiz', 'discurs', 'present', 'clar', 'bid', 'invest.']",Español
231,ITEM-187162,"['workshop', 'nuev', 'consultor', 'carib', 'workshop', 'nuev', 'consultor', 'carib']",Español
232,ITEM-187182,"['seminari', 'tall', 'presupuest', 'result', 'objet', 'seminari', 'brind', 'particip', 'concept', 'herramient', 'analisis', 'presupuestal.', 'seminari', 'organiz', 'conjunt', 'direccion', 'nacional', 'program', 'proyect', 'financi', 'extern', 'jefatur', 'gabinet', 'ministros.']",Español
233,ITEM-187185,"['tall', 'medi', 'training', 'ofrec', 'entren', 'vocer', 'cof-peru', 'aplic', 'herramient', 'facilit', 'comunic', 'mensaj', 'narrat', 'institu', 'especial', 'situacion', 'desafi', 'period', 'dificiles.']",Español
234,ITEM-187186,"['curs', 'etica-', 'etap', 'revision', 'etap', 'revision', 'curs', 'refresh', 'etic']",Español
235,ITEM-187188,"['dia', 'oper', '-', 'año', 'tall', 'presencial', 'promov', 'intercambi', 'conoc', 'mejor', 'practic', 'banc', 'ejecutor', 'ejecutor']",Español
236,ITEM-187189,"['tall', 'instrument', 'prest', 'garant', 'soberan', 'mejor', 'inform', 'monitore', 'progres', 'ponenci', 'spd', 'contribu', 'banc', 'efect', 'desarroll', 'proyect', 'inversi{on', 'publica.']",Español
237,ITEM-187190,"['blog', 'bloguear?', 'uso', 'red', 'social', 'cont', 'histori', 'exit', 'activ', 'ces']",Español
238,ITEM-187198,"['bbls', 'grup', 'regul', 'econom', 'digital', 'tem', 'regul', 'econom', 'digital', 'centr', 'agend', 'cad', 'division', 'respect', 'lin', 'trabaj', 'abord', 'tem', 'produc', 'document', 'trabaj', 'manual', 'propuest', 'regulatori', 'etc.', 'quer', 'promov', 'discusion', 'tem', 'maner', 'articul', 'tal', 'form', 'equip', 'division', 'pued', 'conoc', 'trabaj', 'hac', 'compart', 'conoc', 'gener', 'cad', 'division', 'eventual', 'encontr', 'espaci', 'colaboracion.']",Español
239,ITEM-187206,"['tall', 'especial', 'planificacion', 'administracion', 'recurs', '(epars)', 'vpc', 'tall', 'dias', 'incluye:', 'tem', 'innovacion', '(los', 'dos', 'primer', 'dias)', 'tem', 'corpor', 'administracion', 'recurs', '(los', 'dos', 'ultim', 'dias).']",Español
240,ITEM-187207,"['convergent', 'fomin', '(version', 'español)', 'fomin', 'coordin', 'ite', 'agrad', 'invit', 'sesion', 'entren', 'virtual:', 'convergencia.', 'sesion', 'cubr', 'aspect', 'practic', 'modul', 'utiliz', 'sistem', 'convergent', 'fomin', 'creacion', 'registr', 'oper', 'alin', 'estrateg', 'clausul', 'contractual', 'otros.', 'sesion', 'webex:', 'https://iadb.webex.com/iadb/j.php?mtid=mffceecaacadeec']",Español
241,ITEM-187214,"['tall', 'integr', 'departament', 'tbd']",Español
242,ITEM-187215,"['objet', 'enriquec', 'personal', 'coordin', 'labor', 'manten', 'cad', 'represent', 'can', 'experient', 'exit', 'desarroll', 'implement', 'region', 'hq', 'gerenci', 'can', 'unidad', 'acr', 'tsg', 'bda', 'organiz', 'tall', 'intercambi', 'experient', 'personal', 'manten', 'cofs;', 'tall', 'llev', 'cab', 'lun', 'miercol', 'agost', 'oficin', 'banc', 'washington', 'dc', 'instal', 'ashburn']",Español
243,ITEM-187221,"['tall', 'jef', 'seccion', 'oficin', 'secretari', 'banc', 'compuest', 'siet', 'seccion', 'cual', 'alt', 'coordin', 'menud', 'sincroniz', 'fin', 'entreg', 'product', 'servici', 'alta', 'calid', 'ofrec', 'junt', 'direct', 'gobern', 'departament', 'client', 'banco.', 'tall', 'particip', 'mejor', 'organiz', 'colabor', 'funcion', 'jef', 'fin', 'logr', 'maner', 'efect', 'objet', 'cad', 'unid', 'coordin', 'unidad', 'alcanz', 'maner', 'aun', 'eficiient', 'objet', 'sec', 'departamento.']",Español
244,ITEM-187229,"['polit', 'acces', 'informacion:', 'curs', 'emple', 'bid', 'curs', 'diseñ', 'emple', 'bid', 'objet', 'ayud', 'identific', 'aspect', 'fundamental', 'polit', 'acces', 'inform', 'factor', 'critic', 'implementacion.', 'adicional', 'particip', 'reconoc', 'import', 'rol', 'cumplimient', 'polit', 'bid.']",Español
245,ITEM-187233,"['bbl', 'present', 'not', 'tecnic', 'innov', 'ine-ws', 'present', 'not', 'tecnic', 'innov', 'ine-ws']",Español
246,ITEM-187234,"['tall', 'innov', 'transform', 'digital', 'tall', 'cubr', 'tem', 'relacion', 'innovacion', 'transform', 'digital', 'sector', 'agu', 'saneamiento.']",Español
247,ITEM-187235,"['tall', 'innov', 'ine/ws', 'tall', 'cubr', 'tem', 'relacion', 'innov', 'esencial', 'sector', 'agu', 'saneamient', 'lac.']",Español
248,ITEM-187236,"['ii', 'encuentr', 'comun', 'practic', 'cesh', '(ecop)', 'reun', 'comun', 'pràctic', 'present', 'avanc', 'inici', 'hydro-b', 'regiòn', 'junt', 'seri', 'taller', 'presentaciòn', 'tòpic', 'especial', 'defin']",Español
249,ITEM-187237,"['tall', 'can', '-', 'beabl', '(recorr', 'equipo)', 'vez', 'finaliz', 'tall', 'cost', 'ric', 'organiz', 'vpc', 'dia', 'viern', 'llev', 'cab', 'tall', 'personal', 'can', 'mediant', 'desarroll', 'experient', 'mejor', 'trabaj', 'equip', 'integr', 'tal', 'maner', 'contribu', 'form', 'competent', 'comun', 'relacion', 'innov', '(co-creacion)', 'sinergi', 'equipo.']",Español
250,ITEM-187241,"['liderazg', 'etic', 'emple', 'bid', 'curs', 'diseñ', 'emple', 'bid.', 'ofrec', 'revision', 'codig', 'etic', 'conduct', 'profesional', 'ayud', 'emple', 'entend', 'rol', 'promocion', 'ambient', 'trabaj', 'posit', 'productivo.']",Español
251,ITEM-187244,"['elabor', 'not', 'tecnic', 'estudi', 'tecnic', 'altern', 'residu', 'sol', 'elabor', 'not', 'tecnic', 'estudi', 'tecnic', 'altern', 'tratamient', 'disposicion', 'final', 'y/o', 'aprovech', 'residu', 'sol']",Español
252,ITEM-187247,"['v', 'reunion', 'ministr', 'gobiern', 'electron', 'amer', 'latin', 'carib', 'red', 'gealc', '•', 'continu', 'grup', 'asesor', 'digital', 'identific', 'tem', 'agend', 'trabaj', 'ics', '(analit', 'operativa)•', 'reunion', 'expert', 'pais', 'miembr', 'seleccion', 'tem', 'blockchain', 'gestion', 'activ', 'public', 'financier', 'talent', 'human', 'tem', 'digitales•', 'desarroll', 'colabor', 'entidad', 'extern', 'acumul', 'experient', 'gestion', 'tramit', 'nivel', 'subnacional•', 'capacit', 'especial', 'tem', 'gobiern', 'electron']",Español
253,ITEM-187248,"['seman', 'segur', 'ciudadan', '•', 'seri', 'taller', 'expert', 'internacional', 'are', 'conoc', 'frontera•', 'identif', 'brech', 'conoc', 'traves', 'estudi', 'innov', 'pilotos•', 'capacit', 'especializ', 'visit', 'camp', 'conoc', 'buen', 'practic', 'dentr', 'region', '(propuest', 'cutting', 'edge', 'enviarse)•', 'produccion', 'analit', 'torn', 'tem', 'fronter', 'big', 'dat', 'prevencion', 'crim', 'model', 'rehabilit', 'tecnolog', 'sistem', 'justici', 'electronica.•', 'curs', 'gestores•', 'campañ', 'capitul', 'dia•', 'seman', 'segur', 'ciudadan']",Español
254,ITEM-187249,"['tall', 'present', 'prelimin', 'result', 'retroaliment', 'expert', 'alc', 'tall', 'interact', 'presencial', 'present', 'prelimin', 'result', 'retroaliment', 'expert', 'alc']",Español
255,ITEM-187250,"['ii', 'jorn', 'conoc', 'cmf', 'jorn', 'conoc', 'cmf']",Español
256,ITEM-187251,"['tall', 'disemin', 'metodolog', 'analisis', 'tecnolog', 'tratamient', 'residu', 'sol', 'tall', 'disemin', 'especial', 'bid.']",Español
257,ITEM-187252,"['edicion/diseñ', 'not', 'tecnic', 'metodolog', 'analisis', 'tecnolog', 'tratamient', 'residu', 'edicion/diseñ', 'not', 'tecnic', 'metodolog', 'analisis', 'tecnolog', 'tratamient', 'residu', 'sol']",Español
258,ITEM-187257,"['consultor', 'impart', 'tall', 'innov', 'transform', 'digital', 'consultor', 'impart', 'tall', 'innov', 'transform', 'digital']",Español
259,ITEM-187258,"['muj', 'compr', 'publicas:', 'factor', 'crecimient', 'visibiliz', 'compr', 'public', 'instrument', 'estrateg', 'redistribu', 'riquez', 'desconcentr', 'econom', 'gener', 'oportun', 'empresarial', 'laboral', 'destac', 'import', 'herramient', 'empoder', 'econom', 'mujer.resalt', 'com', 'reduccion', 'brech', 'gener', 'cicl', 'econom', 'contribu', 'crecimient', 'sosten', 'nivel', 'pais.']",Español
260,ITEM-187263,"['polit', 'proced', 'personal', 'respons', 'adquisicion', 'institucional', 'polit', 'proced', 'personal', 'respons', 'adquisicion', 'institucional', 'represent']",Español
261,ITEM-187264,"['herramient', 'comun', 'proyect', 'investig', 'desarroll', '-', 'cas', 'fontagr', 'curs', 'practic', 'fortalec', 'capac', 'comun', 'investig', 'lider', 'proyect', 'investig', 'desarroll', 'agropecuari', '—en', 'particul', 'fontagro—', 'brind', 'herramient', 'disemin', 'result', 'proyectos.p', 'conoc', 'detall', 'registr', 'deb', 'ir', 'pagin', 'indes:', 'https://cursos.iadb.org/es/indes/herramientas-de-comunicaci-n-para-proyectos-de-investigaci-n-y-desarrollo-caso-fontagr']",Español
262,ITEM-187267,"['publicacion/', 'diseminacion', 'priorid', 'institucional', 'viviend', 'social', 'sustent', 'publicacion/', 'diseminacion', 'priorid', 'institucional', 'viviend', 'social', 'sustent']",Español
263,ITEM-187269,"['priorid', 'institucional', 'ics', '|', 'prevencion', 'violenci', 'gener', 'priorid', 'institucional', 'ics']",Español
264,ITEM-187272,"['tall', 'equip', 'pais', 'uruguay', 'objet', 'tall', 'incluyen:', 'i.', 'consolid', 'csc/cur', '“on', 'team”', '(bid', '+', 'bid', 'invest);', 'ii.', 'constru', 'mejor', 'equip', 'colabor', ';', 'iii.', 'sent', 'lineamient', 'establec', 'plan', 'accion', '“csc/cur', 'digital”', '–', '.']",Español
265,ITEM-187286,"['dia', 'oper', 'brasil', 'objet', 'dia', 'oper', 'apoy', 'proces', 'mejor', 'continu', 'gestion', 'proyect', 'banco.']",Español
266,ITEM-187290,"['tall', 'equip', 'pais', 'ecuador', 'objet', 'tall', 'consolid', 'cohesion', 'equip', 'cec', 'busc', 'manten', 'dinam', 'trabaj', 'equip', 'alto', 'desempeñ', 'caracteriz', 'representacion.', 'part', 'tall', 'involucr', 'activ', 'enfoc', 'desarroll', 'pensamient', 'creativ', 'innov', 'proces', 'resolu', 'problem']",Español
267,ITEM-187292,"['tall', 'design', 'thinking', 'equip', 'cost', 'ric', 'tall', 'practic', 'metodolog', 'design', 'thinking', 'equip', 'cost', 'rica.']",Español
268,ITEM-187301,"['tall', 'gobi', 'digital', 'comerci', 'tall', 'gobi', 'digital', 'comerci']",Español
269,ITEM-187303,"['capacit', 'sharepoint', 'sec', 'conclu', 'capacit', 'particip', 'podran', 'cre', 'pagin', 'sharepoint', 'administr', 'conten', '(text', 'enlac', 'imagen', 'video)', 'permis', 'usuario.', 'topicos:', 'sharepoint', 'content', 'management', 'communication', 'conten', 'program', 'inclu', 'cuatr', 'componentes:)', 'vide', 'tutorial', 'requisit', 'previ', 'primer', 'sesion:', 'https://idbg.sharepoint.com/sites/bid/pages/sharepoint.aspx)', 'primer', 'sesion', 'capacitacion)', 'cas', 'practic', 'trabaj', 'form', 'independiente)', 'segund', 'sesion', 'revision', 'cas', 'practic', 'pregunt', 'compuest', 'dos', 'sesion', 'dispon', 'dos', 'fechasest', 'program', 'dispon', 'registr', 'dos', 'fech', 'cup', 'limit', 'personal', 'nomin', 'supervisor', 'notific', 'e-mail', 'registro.']",Español
270,ITEM-187305,"['tall', 'innovacion', 'guatemal', 'objet', 'tall', 'desarroll', 'agend', 'plan', 'accion', 'innovacion', 'transformacion', 'digital', 'representacion', 'guatemal']",Español
271,ITEM-187306,"['histori', 'exit', 'coleg', 'event', 'coleg', 'pais', 'sector', 'priv', 'public', 'pymes', 'cuent', 'histori', 'exito.']",Español
272,ITEM-187307,"['tall', 'gestion', 'etic', 'datos:', 'oportun', 'ret', 'utiliz', 'big', 'dat', 'inteligent', 'objet', 'tall', 'ten', 'discusion', 'ret', 'oportun', 'gestion', 'etic', 'dat', 'servici', 'social', 'calidad.']",Español
273,ITEM-187308,"['segund', 'tall', 'rpas', 'proposit', 'tall', 'ciment', 'trabaj', 'equip', 'rpas', 'departament', 'mediant', 'fortalec', 'conoc', 'tecnic', 'relevantes.']",Español
274,ITEM-187311,"['pma', 'socied', 'civil', 'curs', 'virtual', 'tutor', 'dirig', 'entidad', 'socied', 'civil', 'orient', 'promov', 'adquisicion', 'conoc', 'teoric', 'practic', 'habil', 'aplic', 'conoc', 'aprend', 'realid', 'proyect', 'mediant', 'realiz', 'activ', 'individual', '(lectur', 'for', 'debate)', 'equip', '(ejercici', 'tutorizados).conten', 'semana:.', 'acta', 'constitu', 'estructur', 'desgl', 'trabajo.', 'cronograma.', 'curv', 's', 'matriz', 'adquisiciones.', 'matriz', 'riesg', 'matriz', 'comunicaciones.', 'matriz', 'asign', 'respons', 'gestion', 'valor', 'ganadoaunqu', 'mayor', 'part', 'trabaj', 'distanci', 'realiz', 'maner', 'asincrona;habr', 'sesion', 'sincron', 'tutor', 'particip', 'traves', 'skype', 'owebex.']",Español
275,ITEM-187313,"['vision', 'regional', 'sector', 'extract', 'alc', 'sext', 'mes', 'trabaj', 'vision', 'regional', 'sector', 'extract', 'alc']",Español
276,ITEM-187315,"['salvaguardi', 'fortalec', 'capac', 'tecnic', 'equip', 'proyect', 'banc', 'agenci', 'ejecutor', 'fin', 'utilic', 'correct', 'polit', 'buen', 'practic', 'salvaguardi', 'bid', 'proyect', 'banco.']",Español
277,ITEM-187316,"['capacit', 'ms', 'teams', 'sec', 'objet', 'capacit', 'familiariz', 'particip', 'herramient', 'ms', 'teams', 'colabor', 'agil', 'facil', 'coleg', 'integr', 'unific', 'aplic', 'plataform', 'unic', 'lugar.']",Español
278,ITEM-187317,"['prueb', 'eckium', 'agost', 'prueb', 'internet', 'explor']",Ingles
279,ITEM-187319,"['evalu', 'impact', 'program', 'patern', 'activ', 'p', 'bolivi', ""sesio'n"", 'busc', 'reflexion', 'organiz', 'involucr', 'diseñ', 'implement', 'program', 'patern', 'activ', 'result', 'evalu', 'impact', 'lider', 'bid', 'mir', 'coordin', 'ajust', 'requier', 'program', 'siguient', 'fas', 'implement', 'program', 'obten', 'mayor', 'efect']",Español
280,ITEM-187320,"['tall', 'design', 'thinking', 'hondur', 'entren', 'personal', 'represent', 'banc', 'hondur', 'tecnic', 'herramient', 'innov', 'especial', '""design', 'thinking"".']",Español
281,ITEM-187321,"['seman', 'conoc', 'hud', 'apoy', 'desarrol', 'seman', 'conocmient', 'hud']",Español
282,ITEM-187322,"['hackaton', 'regional', 'amer', 'activ', 'busc', 'gener', 'solucion', 'problem', 'especif', 'movil', 'transport', 'segur', 'vial', 'traves', 'uso', 'dat', 'abiert', 'tecnolog', 'mientr', 'intercambi', 'experient', 'conoc', 'format', 'disruptivo.']",Español
283,ITEM-187324,"['tall', 'manej', 'correct', 'incapac', 'licenci', 'liquid', 'manej', 'explic', 'incapac', 'tip', 'licenci', 'matern', 'paternidad.', 'vacacion', 'disfrut', 'compensadas.', 'licenci', 'remuneradas.', 'suspension', 'contrat', 'trabajocondicion', 'reconocimientoproteccion', 'especial', 'padr']",Español
284,ITEM-187325,"['tall', 'equip', 'administr', 'represent', 'cco', 'fortalec', 'competent', 'equip', 'en:', 'comun', 'servici', 'client', 'liderazg', 'trabaj', 'equipo.']",Español
285,ITEM-187326,"['tall', 'equip', 'oper', 'represent', 'cco', '–', 'alin', 'estrateg', 'conect', 'equip', 'oper', 'represent', 'abriend', 'ment', 'ret', 'oportun', 'gener', 'nuev', 'period', 'gobiern', 'pais.', 'defin', 'mecan', 'trabaj', 'fluj', 'proces', 'comun', 'nuev', 'jef', 'oper', 'represent']",Español
286,ITEM-187328,"['elevator', 'pitch:', 'instrument', 'financier', 'bid', 'elevator', 'pitch:', 'instrument', 'financier', 'bid']",Español
287,ITEM-187329,"['contratacion', 'consultor', 'diseminacion', 'cutting', 'edge', 'aquif', 'storag', 'contratacion', 'consultor', 'diseminacion', 'cutting', 'edge', 'aquif', 'storag']",Español
288,ITEM-187331,"['actualiz', 'etic', 'actualiz', 'etic']",Ingles
289,ITEM-187333,"['curs', 'auto-form', 'lien', 'cambi', 'climat', 'mandat', 'bahamas.', 'dentr', 'esfuerz', 'mainstreaming', 'ccs', 'cre', 'curs', 'line', 'capacit', 'cambi', 'climat', 'principal', 'aspect', 'mant', 'baham']",Español
290,ITEM-187338,"['tall', 'planif', 'ar-l', 'objet', 'tall', 'revis', 'herramient', 'gestion', 'component', 'educ', 'proyect', 'ar-l.']",Español
291,ITEM-20001,"['taller', 'arranqu', 'baj', 'metodologi', 'pmr', 'mediant', 'trabaj', 'conjunt', 'organ', 'ejecutor', 'equip', 'proyect', 'banc', 'actualiz', 'plan', 'ejecu', 'plurianual', '(pep)', 'plan', 'oper', 'anual', '(poa)', 'usand', 'metodolog', 'pmr.lo', 'anterior', 'ayud', 'establec', 'line', 'bas', 'met', 'fisico-financ', 'proyect', 'actualiz', 'progres', 'sistem', 'monitore', 'banco.est', 'tall', 'recomiend', 'proyect', 'cuent', 'efect', 'legal', 'encuentr', 'cerc', 'fech', 'elegibilidad;', 'recomiend', 'llev', 'cab', 'tard', 'dias', 'despues', 'ser', 'declar', 'eleg', 'cualqui', 'cas', 'requier', 'cont', 'equip', 'clav', 'organ', 'ejecutor', 'designado.']",Español
292,ITEM-20003,"['taller', 'avanzand', 'baj', 'metodologi', 'pmr', '(agile)', 'objet', 'tall', 'brind', 'propuest', 'solucion', 'problem', 'baj', 'ejecu', 'proyect', 'traves', 'diagnost', 'actor', 'clav', 'proyect', 'tall', 'solucion', 'nivel', 'estrateg', 'operativo.', 'recomiend', 'oper', 'alert', 'problem', 'acuerd', 'clasif', 'desempeñ', 'sistem', 'monitore', 'banc', 'nomin', 'sector']",Español
293,ITEM-24002,"['manej', 'presenci', 'red', 'social', 'capacit', 'permitira:', '()', 'entend', 'com', 'send', 'personal', 'profesional', 'cruz', 'ven', 'afect', 'medi', 'sociales;', '()', 'aprend', 'mejor', 'practic', 'compart', 'conten', 'particip', 'medi', 'sociales;', '()', 'familiariz', 'element', 'clav', 'cre', 'presenci', 'medi', 'social', 'influyent', 'inteligente;', '()', 'administr', 'respons', 'perfil', 'conten', 'line', 'mod', 'line', 'polit', 'bid.']",Español
294,ITEM-25002,"['curs', 'actualiz', 'etic', 'bid', 'curs', 'ofrec', 'revision', 'codig', 'etic', 'conduct', 'profesional.', 'curs', 'usted', 'podr', 'explor', 'papel', 'etic', 'trabaj', 'refresc', 'memori', 'codig', 'etic', 'conduct', 'profesional;', 'aplic', 'habil', 'escenari', 'reflej', 'cuestion', 'actual', 'relacion', 'etic', 'bid;', 'familiariz', 'recurs', 'dispon', 'ayud', 'hac', 'frent', 'pregunt', 'inquietud', 'quejas.', 'inscrib', 'tom', 'curs', 'deb', 'hab', 'complet', 'curs', 'basic', 'obligatori', 'etic', 'tall', 'presencial', 'linea.']",Español
295,ITEM-26001,"['tall', 'transform', 'digital', 'merc', 'laboral', 'cre', 'entend', 'comun', 'soibr', 'apoy', 'transformaciòn', 'digital', 'enfrent', 'cambi', 'futur', 'merc', 'laboral', 'asim', 'enfrent', 'impact', 'transform', 'digital', 'emple', 'futuros.']",Español
296,ITEM-26002,"['mejor', 'competencia-acerques', 'abism', 'conversacion', 'gerent']",Español
297,ITEM-31001,"['uso', 'nuev', 'marc', 'bid', 'invest', 'sesion', 'aprend', 'uso', 'nuev', 'marca:', 'idb', 'invest']",Español
298,ITEM-36002,"['registr', 'tiemp', 'laboral', 'sap', 'consultor', 'proces', 'complet', 'inform', 'tiemp', 'emple', 'bid', 'funcion', 'fundamental', 'banc', 'captur', 'esfuerz', 'emple', 'dedic', 'trabaj', 'diferent', 'product', 'servici', 'banco.', 'report', 'tiemp', 'esencial', 'aument', 'cultur', 'transparent', 'rendicion', 'cuent', 'eficient', 'cost', 'banco.', 'curs', 'minut', 'usted', 'aprend', 'porqu', 'report', 'tiemp', 'fundamental', 'buen', 'administr', 'banc', 'asi', 'ingres', 'tiemp', 'asistent', 'sap', 'timesheet.']",Español
299,ITEM-37003,"['big', 'dat', 'for', 'strategicleadership', 'convert', 'organiz', 'dat', 'driv', 'empez', 'trabaj', 'entorn', 'big', 'dat', '(utiliz', 'diferent', 'tip', 'fuent', 'dat', 'grand', 'volumen', 'tiemp', 'real', 'aplic', 'analit', 'avanz', 'predictivas)', 'empiez', 'comprend', 'nuev', 'oportun', 'conlleva.el', 'program', 'diseñ', 'direct', 'especial', 'bid', 'respons', 'conduccion', 'estrateg', 'are', 'negoci', 'y/o', 'brind', 'asesor', 'client', 'banc', 'lac', 'interes', 'ampli', 'capac', 'analit', 'alla', 'business', 'intelligenc', 'mejor', 'habil', 'tom', 'decision', 'bas', 'dat', 'form', 'practica.']",Español
300,ITEM-38001,"['entren', 'gestion', 'proyect', 'entren', 'gestion', 'proyect', 'taller', 'planificacion...']",Español
301,ITEM-39001,"['interviewing', 'essentials', 'webinar-spanish', 'or', 'estrategi', 'entrev', 'objet', 'sesion', 'enseñ', 'particip', 'prepar', 'entrev', 'estil', 'pregunt', 'tipic', 'respuest', 'igual', 'pregunt', 'hac', 'evaluados.']",Español
302,ITEM-40001,"['interviewing', 'essentials', 'webinar-spanish', 'objet', 'sesion', 'enseñ', 'particip', 'prepar', 'entrev', 'estil', 'pregunt', 'tipic', 'respuest', 'igual', 'pregunt', 'hac', 'evaluados.']",Español
303,ITEM-41001,"['asoci', 'public', 'priv', 'concesiones:', 'diseñ', 'implement', 'desafi', 'profundiz', 'temat', 'app’s', 'divers', 'are', 'larg', 'cicl', 'proyect', 'implement', 'seguimiento.', 'va', 'acompañ', 'seri', 'activ', 'present', 'proyect', 'real', 'cas', 'estudi', 'analisis']",Español
304,ITEM-41002,"['asamble', 'gobern', 'cid', 'tbd']",Español
305,ITEM-43001,"['gestion', 'proyect', 'desarroll', 'mooc', 'gestion', 'proyect', 'desarroll']",Español
306,ITEM-43003,"['leccion', 'aprend', 'actualiz', 'document', 'marc', 'sectorial', 'segur', 'alimentari', 'tall', 'objet', 'intercambi', 'experient', 'conoc', 'fin', 'identific', 'valid', 'leccion', 'aprend', '(del', 'diseñ', 'ejecu', 'evalu', 'proyectos)', 'relev', 'actualiz', 'capitul', 'document', 'marc', 'sectorial', 'segur', 'alimentaria.']",Español
307,ITEM-45001,"['uso', 'recurs', 'comision', 'europe', 'proyect', 'desarrollo:', 'vision', 'general', 'bid', 'cont', 'posibil', 'financi', 'co-financi', 'proyect', 'especif', 'recurs', 'comision', 'europea.', 'curs', 'mostr', 'proces', 'gestion', 'proyect', 'usen', 'recursos.', 'version', 'dirig', 'represent', 'jef', 'oper', 'personal', 'general', 'banc', 'present', 'vision', 'general', 'proceso.', 'dispon', 'curs', 'inform', 'detall', 'dirig', 'equip', 'proyectos.']",Español
308,ITEM-46001,"['monitore', 'oper', 'cooper', 'tecnic', 'curs', 'permit', 'conoc', 'inform', 'necesit', 'prepar', 'inform', 'progres', 'oper', 'cooper', 'tecnic', 'financi', 'recurs', 'administr', 'bid.', 'encontr', 'cinc', 'leccion', 'brev', 'conoc', 'caracterist', 'oper', 'cooper', 'tecnic', 'component', 'matriz', 'result', 'buen', 'practic', 'podras', 'aplic', 'ingres', 'progres', 'oper', 'convergencia.']",Español
309,ITEM-47002,"['dialog', 'expert', 'actualiz', 'marc', 'sectorial', 'segur', 'alimentari', 'intercambi', 'conoc', 'experient', 'expert', 'extern', 'especial', 'banc', 'recib', 'insum', 'actualiz', 'document', 'marc', 'sectorial', 'segur', 'alimentari']",Español
310,ITEM-51001,"['uso', 'recurs', 'comision', 'europe', 'proyect', 'desarrollo:', 'equip', 'proyect', 'bid', 'cont', 'posibil', 'financi', 'co-financi', 'proyect', 'especif', 'recurs', 'comision', 'europea.', 'larg', 'curs', 'mostr', 'proces', 'gestion', 'proyect', 'usen', 'recursos.', 'version', 'dirig', 'equip', 'proyect', 'present', 'detall', 'gestion.', 'dispon', 'curs', 'vision', 'general.']",Español
311,ITEM-51002,"['blog', 'blog', 'explic', 'concept', 'basic', 'blogs', 'bid', 'particip', 'podran', 'escrib', 'compart', 'blogs', 'revis', 'discut', 'grupo.']",Español
