Topic Modeling Id - New Index,Item ID,Title/Description,Idioma
107,ITEM-186015,BBL: Building resilient and inclusive coffee supply chains in Latin America Join us in a discussion about the challenges faced by small coffee farmers in Central America and Brazil and some of the strategies implemented by the private sector and its sustainability programs. The presentation will focus on the partnership between the MIF and the HRNS Foundation in two specific projects. HRNS is a specialized non-profit organization working with farmers in coffee around the world and part of the Neumann Kaffe Group (NKG) a global leader in the coffee trade based in Germany.,Ingles
108,ITEM-186016,MICI Introduction Sessions - Webex MICI is offering the opportunity for all IDBG employees to get to know the MICI as presented by Victoria Márquez-Mees its Director. This is an introductory session on accountability at the IDBG and the purview of the Independent Consultation and Investigation Mechanism one of the oversight offices reporting to the Board of Executive Directors of the IDBG institutions. A session in each of the following languages is offered:  English Spanish and Portuguese.,Ingles
109,ITEM-186017,Pilot study of the trade policymaking game in Argentina RES will conduct a pilot study of the trade policymaking game in Argentina. This will begin with a series of detailed interviews of private and public actors in March and April . In addition to providing a better understanding of the trade policymaking process in this country the early work in Argentina will allow the team to develop and fine-tune the methodology and the terms of reference for the rest of the country chapters. This will involve the work of an international consultant as well as two trips by this consultant and the leader of the team.,Ingles
110,ITEM-186018,Latinobarometro survey The  team will prepare a set of new questions and design an experiment to be implemented through the Latinobarometro survey of .,Ingles
111,ITEM-186019,Paper on the political economy of trade policy in the US The end product will be a short paper on the political economy of trade Policy in the US. This will involve hiring a consultant to produce the paper that will be a key element in order to provide some comparative perspective and guidance to the Latin American country papers.,Ingles
112,ITEM-186020,Case study on Australia´s Productivity Commision The team will visit Australia´s Productivity Commission,Ingles
113,ITEM-186021,Capacity Building Workshop CCS Bahamas Mandate Capacity Building Workshop CCS Bahamas Mandate,Ingles
114,ITEM-186025, VPF Management Workshop  VPF Management Workshop,Ingles
115,ITEM-186027,Mezzanine Investments Workshop Mezzanine Investments Workshop,Ingles
116,ITEM-186028,Conversatorio con Warren Evans - ADB’s Special Project Facilitator MICI is invited to a conversation with Mr Warren Evans to know more about the ADB accpuntability function especially its problem solving process.,Ingles
117,ITEM-186030,Time and attendance recording in SAP for Staff An employee’s time reporting is a critical function for the IDB as it captures the effort that employees spend working on different Bank products and activities. Time reporting is essential to increase the culture of transparency accountability and cost efficiency at the Bank. In this -minute course you will learn about why Time Reporting is fundamental to the Bank’s proper administration as well as how to enter your time and attendance in the SAP Timesheet.,Ingles
118,ITEM-186031,FIN Leadership Retreat  Management Annual Retreat,Ingles
119,ITEM-186032,Corporate Credit Analysis Corporate Credit Analysis,Ingles
120,ITEM-186033,Project Finance Credit Analysis Project Finance Credit Analysis,Ingles
121,ITEM-186034,Strategic Planning Session | KNL and EXR Management Team ,Ingles
122,ITEM-186035,Strategic Planning Session | KNL and EXR Departmental Workshop Strategic Planning Session | ONE Team,Ingles
123,ITEM-186036,ESG Clinics the Clinic will also include an open QA session with the QR Group and the OPS group. Come work together to improve the quality of our work: it’s everybody’s business.,Ingles
124,ITEM-186037,ESG Knowledge Week Third edition of ESG's Foundational Training to focus on.,Ingles
125,ITEM-186044,Project Management Training for HRD Project management training delivered by HRD for HRD,Ingles
126,ITEM-186046,Access to Information Focal Point Workshop Workshop for Focal Points and Publishers related to their responsibilities under the Access to Information Policy.,Ingles
127,ITEM-186047,Harnessing the Power of Mobile to Engage Citizens across LAC ,Ingles
128,ITEM-186050,Superheroes of Development Award The IDB is launching this Award to recognize valuable lessons learned by executing agencies that have successfully addressed or pre-empted challenges that emerge during the execution of development projects.  The award is part of an effort to improve the performance of the projects that the IDB finances through systematic learning and knowledge sharing.,Ingles
129,ITEM-186051,Spider Scoreboard Course The course will feature a professional Spider Scoreboard trainer teaching by WebEx with the following learning objectives:•	Review other sample dashboards (not just FINs)•	Develop Reports•	How to use Initiatives•	Develop Briefings•	Set up of Dashboards•	Import of large data sets of information•	What else is possible with Spider Scoreboard software,Ingles
130,ITEM-186055,Change Management Training Session ,Ingles
131,ITEM-186059,Chief of Operations  ,Ingles
132,ITEM-186063,PMR Exam This exam is available in English and Spanish. Please review the recommended preparatory courses mentioned below which you can find in Mylearning portal:-PMR Overview-PMR at Project Approval-PMR at Eligibility-PMR during Execution-PMR Validation-PMR Performance ClassificationTo take the exam go to: https://indesvirtual.iadb.org/course/view.php?id=,Ingles
133,ITEM-186064,The Social Sciences and Climate Change: Thoughts on a Research Agenda This seminar will share some of the key findings and highlights from the work of Todd A. Eisenstadt.KEY FINDINGS:•	Climate change may cause mass migration defined as those who migrate for reasons related directly to extreme weather and other meteorological events.•	Across the globe indigenous communities have been particularly vocal about climate change as a threat to the traditional ways of life represented in their cosmovision—or traditional worldview—resulting in demands for protection of the earth as part of their core beliefs.,Ingles
134,ITEM-186065,Sustainability Research Seminar Series: Katie Arkema The Inter-American Development Bank’s (IDB’s) Sustainability Research Seminar (SRS) series is interested in research focused on environmental natural resource climate and urban issues in Latin America and the Caribbean.The objective is to provide a regularly scheduled IDB-wide forum where IDB researchers and staff focused on climate environmental natural resource and urban issues can network with top researchers in their fields keep apprised of frontier research and methods and present and get constructive feedback on their own research.,Ingles
135,ITEM-186066,Embracing Exponential Disruption Workshop ,Ingles
136,ITEM-186067,Workshop on Green Lines ,Ingles
137,ITEM-186070,Financing Projects with Resources from the European Union: Training for Executing Agencies This course is designed for the team members of Executing Agencies. It provides an overview of the special requirements for the implementation of projects financed or co-financed with resources from the European Union (EU) under the Framework Agreement between the IDB and EU.After completing this course participants will be able to describe their roles and responsibilities in projects financed or co-financed with EU resources. They will also be able to execute the tasks of these projects according to the corresponding rules.,Ingles
138,ITEM-186072,Writing for Busy People This training will help participants maximize their impact with narrative techniques including stories anecdotes and metaphors.,Ingles
139,ITEM-186074,Blended Finance the Theory and the Practice Learn how US$ million of concessional resources can mobilize US$ in high impact investments,Ingles
140,ITEM-186075,How to create a good work program Session with tips to create work programs,Ingles
141,ITEM-186079,Cutting Edge Undestanding the Dinamics of Metropolitan Governments in LAC ) Adapting the ICA Framework to the context of metropolitan governance in LAC. ) Metropolitan Governance Workshop to equip participants with the skill to apply the ICA Framework to metropolitan governance in LAC. ) iii.	Finalization and online publication of a White Paper (Discussion Note) that summarizes the learning from tasks (i) and (ii) above.,Ingles
142,ITEM-186080,IDB Dashboard Webinars IDB personnel will learn how to navigate the IDB Projects Dashboard. This is a recently developed tool allows anyone to follow the progress of the lending program and supervise the Bank’s portfolio of loan projects guarantees technical cooperation and investment grants. This IDB Projects Dashboard integrates three dashboards into one (VPS VPC and GCM). In the future IDB Projects Dashboard will include more sources of information.,Ingles
143,ITEM-186081,Cutting Edge Parks for the People Innovation in the management programming and design of sustainable parks in New York City,Ingles
144,ITEM-186083,Exploring the Value Added of Safeguards Workshop with Harvard Zoffnas and Boston University,Ingles
145,ITEM-186085,FOMIN Digital Transformation Workshop ,Ingles
146,ITEM-186086,Discussion on data ethics: Using the power of ai and algorithms for social good Almost every bilateral or multilateral institution non-governmental organization and government are integrating tech-based interventions into different development or social-safety net programs because technology offers a cost-effective and scalable way to reach those in need. Additionally it offers an opportunity to develop more accountable and transparent systems and design increasingly user-centered interventions.  Nevertheless recent scandals in the social media arena as well as the instances when governments and institutions have had to abandon pilots due to privacy security and trust issues have highlighted the need to address the challenges these technologies present when adopting them as critical assets to successfully execute a variety of programs. In this context this discussion will help highlight the growing concerns surrounding data collection and analysis how to make data social and the importance of having how to guide principles and best practices on assessments in data ethics.,Ingles
147,ITEM-186090,Equity Workshop: The Whys The Whens and The Whats. The purpose of the training is to provide IDB Invest staff with the context for IDB Invest’s work in the equity space and to share tools for analyzing and structuring an equity investment.,Ingles
148,ITEM-186093,Financing Projects with Resources from the European Union: Training for Executing Agencies This course is designed for the team members of Executing Agencies. It provides an overview of the special requirements for the implementation of projects financed or co-financed with resources from the European Union (EU) under the Framework Agreement between the IDB and EU. After completing this course participants will be able to describe their roles and responsibilities in projects financed or co-financed with EU resources. They will also be able to execute the tasks of these projects according to the corresponding rules.,Ingles
149,ITEM-186095,Working with the Media ,Ingles
150,ITEM-186096,Extreme Make-over: LinkedIn Edition ,Ingles
151,ITEM-186099,Network Science: from structure to control | Albert-Laszlo Barabasi IFD Exceptiona Voices Series,Ingles
152,ITEM-186100,How to visually document the Bank's work The course provides participants with an understanding of the potential impact of including quality photographs and video as part of social media efforts.,Ingles
153,ITEM-186101,Visit to Washington State Institute of Public Policy -day visit to one of the agencies that are considered to be cutting-edge in the US regarding the adoption of data-driven decision-making.  The Washington State Institute of Public Policy is considered one of the most advanced initiatives regarding the production and use of cost-benefit data in the US. In fact the Institute has developed a sophisticated methodology to estimate the costs and benefits of a range of policy options and it publishes its results in an online tool. The visit to an agency such as the Washington State Institute for Public Policy could be useful for learning about their methodology and also about how to communicate the results generated so as to facilitate its use for public policy.,Ingles
154,ITEM-186102,Development and implementation of methodology to estimate costs for skills development programs Development of a rigorous methodology to estimate costs for skills development programs and application of this methodology in a consistent and standardized way to estimate the costs of alternative interventions that seek to improve learning in primary education. In particular this analysis will seek to estimate the yearly per-student costs of implementing the interventions at scale by governments in our region. The costs and effects of different policy options will be estimated for different countries in the region such as Chile Colombia and Guatemala to enhance the relevance of the information provided in the website.,Ingles
155,ITEM-186103,SkillsBank re-design to include cost information Re-design of the tool/website SkillsBank so it ican include information on costs for skills development programs,Ingles
156,ITEM-186104,Workshop to present cost methodology and estimation tools Organization of an internal workshop on cost estimation of skills development programs to present the developed methodology and practical tools so that Bank staff and consultants can learn and adopt this methodology.,Ingles
157,ITEM-186106,DFI Credit Chiefs Forum ,Ingles
158,ITEM-186107,Cutting Edge Climate Models and Climate Change Science The objetive for IDBG specialists will be  to have (i) a basic understanding of the nature of the problem (ii) a general insight into climate data sources as well as (iii) an awareness of opportunities and challenges in the translation from raw model projections to what are ultimately impact- or decision-relevant products.,Ingles
159,ITEM-186109,Tourism Training ,Ingles
160,ITEM-186111,Access to Information Policy: Course for Executive Directors As IDB employees we all play a major role in the Access to Information Policy compliance. This course is aimed at providing the Bank's Executive Directors with the knowledge needed to contribute to this work. With this course the Executive Directors will:-Reinforce their knowledge about the Access to Information Policy.-Identify the Policy's disclosure exceptions and the documents related to the Board of Executive Directors.-Get to know the process for managing information requests received via e-mail or verbally and the process for sharing confidential information.,Ingles
161,ITEM-186113,Investment Loan Contract for Sovereign Guaranteed Operations Chargeable to the Ordinary Capital Reso Objectives: . Acknowledge: the structure of the investment loan contract the interaction between the sections of the contract and the review process during negotiations. . Distinguish: the most important clauses on financial and operational topics and the applicable provisions common to all projects. The structure of this course has been designed to offer an overview of this kind of investment loans where you’ll find the documents most important clauses. The course is divided in  modules which are accessible on a stand-alone basis according to the participant’s topics of interest.,Ingles
162,ITEM-186114,Health Informatics: Implementing EHRs by Duke University The objective of the Informatics Course is to provide IDB employees with the tools needed for informed discussions with their clients and knowing when to initiate action identifying what is needed from an informatics perspective and where to go for information to better assist them in meeting the needs identified for future successful implementation of systems in the countries they represent. The short course is customizable and allows the client to design a course specific to their needs audience and level of expertise in the topic of interest. SPH has held preliminary discussions with Duke University to describe the type of work IDB does specialist backgrounds and specific needs and a preliminary list was created to adress the specific areas of interest for the Bank. If SPH enters a contract with Duke a specialist will be appointed to co-create and review and discuss course materials and agenda in more detail in preparation for the meeting. Duke has common topics of interest but can also create new material for the course for example preliminary discussions included the need to create content for enterprise resource planning as part of this course for IDB.,Ingles
163,ITEM-186115,Internal Guidelines and Technical Note This Cutting Edge co-finances the hiring of a consultant who will produce: i) Guidelines for quick diagnostic of the IT status of a country (top questions to ask); ii) Guidelines for negotiating with vendors (top questions to ask) and iii) Guidelines for IT contracts (common mistakes and what to check for) and iv) a technical note about best practices in the world in the implementation of EHR systems and on the business case for EHR based on available evidence in the region.,Ingles
164,ITEM-186118,Effective Presentations The purpose of the training is to strengthen people's delivery of often complex ideas. Attendees will learn how to prepare a script craft and incorporate storytelling techniques and how to be comfortable on stage as well.,Ingles
165,ITEM-186119, ITO Workshop - COF Employees  ITO Workshop - Day Session for COF Employees,Ingles
166,ITEM-186120,TEAMS training for BDA TEAMS training for BDA,Ingles
167,ITEM-186121,BDA BBL “How to Take Maximum Advantage of WebEx and Jabber” This is a training on telework friendly tools (webex cisco jabber etc) for BDA employees.,Ingles
168,ITEM-186123,The Caribbean Resiliency Facility Strategic Planning Workshop The objective of this workshop is to coalesce around a coherent strategy to mobilize funds for resiliency in the Caribbean. The Resource Mobilization Division will host “The Caribbean Resiliency Facility Strategic Planning Workshop” to a cross-sectoral task-force team with the goal to catalyze the transformation of the Caribbean Region into the first climate-smart region of the World. The Fund will leverage approximately US$ billion in fresh resources to be committed by the IDB for the Caribbean region in the next  to  years. Participants will learn and provide input regarding Disaster Risk Insurance Catalyzing Sustainable Energy and Infrastructure in Resiliency through PPPs Private Sector Facility and Sustainable Islands (blue and circular economy).,Ingles
169,ITEM-186124,TECHPLOMACY : Reinventing Diplomacy in the Digital Era Techplomacy,Ingles
170,ITEM-186125,iDELTA all MIF staff training Do you know your iDELTA project score?IDB Invest and MIF invite to a two-hour training on the iDELTA a new operational and management tool for the MIF that will guide operational teams in the incorporation of the MIF guiding principles in the design of projects and the reporting of project data and portfolio management.,Ingles
171,ITEM-186127,Governing to Deliver Conference that discusses delivery units in Latin America & the Caribbean,Ingles
172,ITEM-186131,Guyana’s Central Housing and Planning Authority To help strengthen institutional capacity on areas of special importance to the design implementation and evaluation of IDB-financed housing and basic infrastructure projects while also contributing to CHPA’s ability to design and implement urban development policy.,Ingles
173,ITEM-186132,Gender Equality: What Do Men Have to Do With It? Come hear how men and boys are working in partnership with women and girls to promote gender equality. By Gary Barker President of Promundo-US. Gary will share his extensive research and insights on gender equality and violence prevention from around the world including the Latin America and Caribbean region.,Ingles
174,ITEM-186134,IDB Invest China Fund Convergence Training and Guidelines Review The goal of the training is to fully equip PMOs/IOs with the know-how to enter into Convergence and be able set up all the requirements for the upcoming  reporting cycle for all China Fund operations by July st . The skills will also be important for the PMOs to carry out the reporting on each China-funded operation on an ongoing annual basis.,Español
175,ITEM-186137,MISYS Summit Training Training provided by ITE as an integral part of TCS’s  training program covering the structure and functionality of MISYS’ Summit platform used in FIN/TRY particularly the Swap module. Details include workflow processes deal capture transaction lifecycle and overview of production/development/ test environments.,Ingles
176,ITEM-186139,Workshop DIA  Workshop DIA ,Ingles
177,ITEM-186141,CID Digital Transformation Workshop Workshop Objectives:•	To articulate a strategic vision and set of priorities for digital transformation in the CID Region.•	To coalesce around a clear mandate for building a digital transformation blueprint for the CID Region.•	To engage in a collaborative process build team cohesion and achieve alignment around digital transformation in the CID Region.,Ingles
178,ITEM-186142,The Gig Economy and the Future of Social Security in Latin America and the Caribbean This workshop has been designed to provide participants with an overview of (i) what is the platform economy; (ii) which are the differences and commonalities among gig sharing and platform economies and crowd-based capitalism; (iii) what are the possible options to leverage gig economy platforms for enhanced social protection systems and workers in the region.,Ingles
179,ITEM-186145,Cutting Edge Resilient road infrastructure & network (DMUDU) CCS The proposed program will contribute to improving existing knowledge of the IDBG personnel on both i) how to integrate climate resilience considerations in the planning and design of road infrastructure and network and ii) how to make decisions under deep uncertainty by using scenario-based framework. These methods are not yet being used to support investment decision making in transport sector at the IDBG. The objective of this program is to enable and support IDB staff in applying this cutting-edge knowledge in road transport operations.,Ingles
180,ITEM-186148,Knowledge Session with the Division Chief Knowledge Session with the Division Chief,Ingles
181,ITEM-186154,Exploring Team Dynamics COF/CBH is a high-performing diverse team with varied levels of experiences backgrounds and attitudes. With a view to maintaining and enhancing performance COF/CBH will host a workshop aimed at strengthening team  dynamics through an understanding of how to leverage differences.    The workshop will present the results of the Myers Briggs Type Indicator so that participants can identify the teams'  strengths and gain appreciation for who they are and how to best work together.,Ingles
182,ITEM-186155,Cutting Edge Parks for the People (White Paper) This paper will summarize the characteristics of the field trip visit and the material presented to the Staff as well as provide a framework for adapting these experience to LAC cities,Ingles
183,ITEM-186157,MICI Learning (Prueba) Webex that explains MICI  to understand how MICI works within the Bank.,Ingles
184,ITEM-186158,Advanced Drupal platform training The objective of the training is to cover all the questions after the introduction training to the platform with all the new and improve features. You have probably participated in the last training in April if not don’t worry as we will go over the basics too.,Ingles
185,ITEM-186159,Advanced Drupal platform training for Press Releases The objective of the training is to cover all the questions after the introduction training to the platform with all the new and improve features. You have probably participated in the last training in April if not don’t worry as we will go over the basics too.,Ingles
186,ITEM-186161,TRD Learning Series Déjà Vu Training (Advanced Level) -	Review more advanced translation features in DVX including the Edit and Insert menus-	Learn to create and use projects and project templates to streamline project set-up-	Learn new features to translate changes and revise in DVXTOPICS: Alignment Lexicon translating changes and revising satellite files.,Ingles
187,ITEM-186164,Aquifer Storage and Recovery (ASR) Key challenges and opportunities in the Caribbean This consultancy seeks to ensure that Caribbean countries contemplate ASR as one of their long-term water security strategies.,Ingles
188,ITEM-186168,The Bank's Strategic Asset Allocation (SAA) Framework The SAA Framework comprises the strategy and risk constraints for managing the Bank's investment portfolio and provides guidance for achivment two key objectives: a) the primary objective of principal safety and providing for the Bank's liquidity needs; and B) the second objective of managing risk/return trade-offs to minimize the cost of carrying liquidity.,Ingles
189,ITEM-186173,Partipation in conferences and courses on Behavioral Economics Carlos Scartascini principal economist and leader of the Bank's working group on Behavioral Economics will attend the main conferences in the field. That will allow him not only to acquire cutting edge knowledge but also to establish useful links with the academia and experts in the field.,Ingles
190,ITEM-186174,Courses and seminars on Behavioral Economics for Bank's specialists With the objective of acquaring cutting edge knowledge and sharing it with specilists of different departments three seminars will be offered by external experts on the field which will be identified by RES. This seminars will include presentations and discussions of specilized studies. The courses will be designed taking into account the needs of the operational units involved and in coordination with the other members of the IDB Working Group on Behavioral Economics.,Ingles
191,ITEM-186176,"IncluyeTech : Innovative Tech Solutions for Disability Inclusion In a world where disruption is the norm how can technological innovations promote the inclusion of persons with disabilities? This program will host international experts civil society organizations and Bank staff to discuss the opportunities provided by new technologies to leverage the talent of persons with disabilities and to facilitate social and labor inclusion beyond the traditional philanthropic approaches. This program combines (i) an open conference to promote policies and best practices in Latin America and the Caribbean which favor the inclusion of persons with disabilities to demonstrate their talent and creativity and the advantages that social and economic inclusion bring to society work of the Bank and (ii) the showing of the movie ""Campeones"".The aim of this event is to present effective practices from projects which integrate persons with disabilities in areas including labor intermediation accessibility in cities and the emergence of inclusion-oriented technologies such as maps and visualization education and communication. In addition the seminar aims to facilitate a discussion between international experts civil society organizations and Bank staff regarding collaborative work aimed at promoting the talent and autonomy of persons with disabilities starting with their active participation in the formulation of policies and strategies.",Ingles
192,ITEM-186177,Taller HydroBID Flood TALLER DE HYDRO-BID FLOOD: UN MODELO DE SIMULACIÓN HIDRÁULICA PARA APOYAR PROYECTOS DE MITIGACIÓN DE INUNDACIONES PROTECCIÓN FLUVIAL Y MEJORA DE DRENAJE URBANO,Español
193,ITEM-186178,Israel-LACA pathway to innovation At this event Eugene Kandel CEO of Nation Central and Ami Appelbaum Chief Scientist at Israeli’s Ministry of Economy will share how Israel became a worldwide hub for innovation. They will also explore with the audience  the opportunities for business and collaboration with LAC.,Ingles
194,ITEM-186179,Modern Analytical Techniques: Machine Learning (Taller de Economistas de CID) . This short workshop will expose the IDB economists to a Primer on Machine Learning. The contents will focus on showing alternative statistical methodologies to face different data and analysis challenges including shrinkage methods (Lasso and Ridge) binary classification tree based methods (regression trees random forest bagging and boosting) unsupervised learning (clustering and PCA) image recognition with deep learning and prediction among others. This is crucial for policy analysis as it offers statistically formal strategies to support arguments.,Ingles
195,ITEM-186180,SEC/ISD Team Building Workshop For SEC/ISD this workshop aims to promote participation communication collaboration and creativity through diverse activities that engage different styles of learning. Specifically the event will enable particpants to the following:• Build bridges to improve effectiveness;• Increase and improve alignment as the ISD team;• Enhance working relationships amongst team members; and• Promote better internal communication and greater collaboration.,Ingles
196,ITEM-186187,Innovation and Intregration Workshop Haiti End of the year workshop provided by Cocolab,Ingles
197,ITEM-187001,Own it: The Power of Women at Work Talk with speaker: Sallie Krawcheck,Ingles
198,ITEM-187002,A Decade of Impact Evaluation In celebration of the th anniversary of both the International Initiative for Impact Evaluation (IE) and the IDB Group’s framework that supports impact evaluation in the organization this event aims to () provide an overview of impact evaluations in Latin America and the Caribbean; () identify challenges ahead on the field; and () share experiences from other regions in the world to address those challenges and bring new ideas to be applied in Latin America and the Caribbean.,Ingles
199,ITEM-187003,Impact Evaluation Design Week Impact Evaluation Design Week,Ingles
200,ITEM-187005,English  - HQ Language and Culture Program,Ingles
201,ITEM-187006,English  - HQ Group Classes - Language and Culture Program,Ingles
202,ITEM-187007,Energy Access Dividend The concept of “energy access” is traditionally defined and measured as “having a household electrical connection” “using electricity for lighting” or “cooking with solid fuel (World Bank and IEA ).  This definition however fails to capture the full spectrum and dimension of energy access as it doesn’t provide any data in terms of quality reliability affordability or household impacts and which represents the benefits or “dividend” of energy access.,Ingles
203,ITEM-187008, Summer Internship Program  Summer Internship Program,Ingles
204,ITEM-187009,Early Stage Investing Workshop IDB Invest,Ingles
205,ITEM-187011,English  - HQ Group Classes - Language and Culture Program,Ingles
206,ITEM-187012,English  - HQ Group Classes - Language and Culture Program,Ingles
207,ITEM-187013,English  - HQ Group Classes - Language and Culture Program,Ingles
208,ITEM-187014,IBM training on blockchain and AI for MIF IBM training on Blockchain and AI in the context of development and social work in the LAC region.,Ingles
209,ITEM-187017,English -S - HQ Group Classes - Language and Culture Program,Ingles
210,ITEM-187018,IDB Blockchain Training Lab at Deloitte .-hour interactive blockchain lab training session in order to:o	Cover the fundamentals of blockchain including the technology and the organizational components of a solutiono	Facilitate the ideation of potential use cases across the value chain of MIF’s missiono	Provide a framework for the evaluation of identified use caseso	Apply evaluation framework against identified use cases to identify and prioritize valuable use cases,Ingles
211,ITEM-187019,French  - HQ Group Classes - Language and Culture Program,Ingles
212,ITEM-187020,Session PM IDB Blockchain Training Lab at Deloitte for MIF .-hour interactive blockchain lab training sessions for  people ( total) in order to:o	Cover the fundamentals of blockchain including the technology and the organizational components of a solutiono	Facilitate the ideation of potential use cases across the value chain of MIF’s missiono	Provide a framework for the evaluation of identified use caseso	Apply evaluation framework against identified use cases to identify and prioritize valuable use cases,Ingles
213,ITEM-187021,Diversity at Work A session for the MICI team to learn about Diversity at Work from the Inclusion and Diversity team.,Ingles
214,ITEM-187025,Future Grid: Energy Storage E-Mobility and Microgrids to achieve an increased knowledge of IDB Energy teams of how to encourage and incentivize Electricity Storage opportunities through regulations and market structure How do I conduct an analysis for energy storage opportunities? Risks Economics and Operational issues.,Ingles
215,ITEM-187027,Management of Bank-executed TCs clauses This is a joint training offered by VPS and the ITE Convergence team. Participants will review how to fulfill and extend conditions for Bank-Executed Technical Cooperation operations. It will include a demo explaining how to perform these tasks in Convergence’s Contracts  & Clauses module and questions from the audience.The trainer will be Martina Gesell. Please contact her with any questions about the course material.,Ingles
216,ITEM-187028,VPS OP Team: Convergence training - Technical Cooperation Contract and Clauses on Bank-Executed Technical Cooperation Operations,Ingles
217,ITEM-187029,French  - HQ Group Classes - Language and Culture Program,Ingles
218,ITEM-187030,French  - HQ Group Classes - Language and Culture Program,Ingles
219,ITEM-187032,IDB Brand : The Do´s and Don´ts for Success The purpose of the training is to learn the fundamentals of how to effectively communicate the IDB brand visually and through the language we use. Participants learn about the Bank’s core brand components design do’s and don’ts communicating consistently and resources available to help them in their day-to-day. This in-person session is for KIC employees and lasts  minutes.,Ingles
220,ITEM-187033,RND Cutting Edge Knowledge Understanding behavior to design effective conservation and agriculture Behavioral economics has contributed to understand deviations from traditional theory in the management of common-pool resources  particularly relevant in the environmental and agricultural settings.,Ingles
221,ITEM-187034,Technology as an Opportunity Technology as an Opportunity,Ingles
222,ITEM-187037,French  - HQ Group Classes - Language and Culture Program,Ingles
223,ITEM-187038,French  - HQ Group Classes - Language and Culture Program,Ingles
224,ITEM-187040,French  - HQ Group Classes - Language and Culture Program,Ingles
225,ITEM-187041,French  - HQ Group Classes - Language and Culture Program,Ingles
226,ITEM-187042,Portuguese  - HQ Group Classes - Language and Culture Program,Ingles
227,ITEM-187043,Portuguese  - HQ Group Classes - Language and Culture Program,Ingles
228,ITEM-187044,Energy Regulation in face of Innovation The discussion workshop is expected to understand what are the key regulatory tools that may help them to keep the pace of innovation? What are (or were) the main barriers of current regulation in Europe and United States to the adoption of new technologies? How the regulatory framework in Europe and United States are changing to include the new technologies and how it has changed the energy markets?  This workshop aligns with the demand on the Energy Division to understand better the regulatory changes necessary to adapt the region to the innovation. It is a clear demand received by the thematic group of Energy Regulation and Policy. This also contributes to the evidence-based policy discussion of the knowledge agenda in the Economic Sector Work of the Energy Sector (which underline the importance to strength regulation and governance) as well as IDB’s flagship report DIA : Improving the Infrastructure Services in Latin America and Caribbean.  The DIA  aims to focus on how we should adapt the future and the regulatory framework is big part of it because it can adapt to innovation pushing it to solve the current challenges or it can block it. It will be key to Energy Staff to think about new solutions and tools. Moreover the dissemination of the event and the document will also help us to position the IADB as leader in these topics being a bridge between IDB and the regulatory counterparts in the region in terms of () identifying major challenges coming with technology innovations; () providing best practices in the global energy sector; () exploring ad hoc regulatory role and rules in the region.,Ingles
229,ITEM-187045,Data Visualization for INT’s Publications This is a BBL presentation with designer Juan Velasco founder of W Infographics to help the INT team think in advance about visual solutions for the  DIA.,Español
230,ITEM-187046,RAROC Tool Update - DSP/DVF Junio  A quick training session of the RAROC Tool that has been recently updated at the Tools and Portal/Resources/Market & Operational Risk webpages.,Ingles
231,ITEM-187049,Portuguese  - HQ Group Classes - Language and Culture Program,Ingles
232,ITEM-187050,Group Language Class- PT- Language and Culture Program Session I,Ingles
233,ITEM-187054,Wastewater management in the era of a circular economy Workshop regarding Wastewater management in the era of a circular economy,Ingles
234,ITEM-187055,Portuguese  - HQ Group Classes - Language and Culture Program,Ingles
235,ITEM-187056,Portuguese  - HQ Group Classes - Language and Culture Program,Ingles
236,ITEM-187057,Portuguese  - HQ Group Classes - Language and Culture Program,Ingles
237,ITEM-187058,Group Language Class- PT Language and Culture Program Session I,Ingles
238,ITEM-187059,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
239,ITEM-187060,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
240,ITEM-187061,RAROC Tool Update - INO Junio  A quick training session of the RAROC Tool that has been recently updated at the Tools and Portal/Resources/Market & Operational Risk webpages.,Ingles
241,ITEM-187062,Group Language Class- SP Language and Culture Program Session I,Ingles
242,ITEM-187063,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
243,ITEM-187064,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
244,ITEM-187065,Hyperloop Transportation Technologies Hyperloop Transportation Technologies,Ingles
245,ITEM-187066,Spanish  - HQ Group Classes - Language and Culture Program,Ingles
246,ITEM-187068,Innovation for Economic Stability This event will showcase stability-enhancing innovations drawn from across the financial services social and labor protection personal security and data and services sectors– all featured in the Atlas of Innovation for Economic Stability developed by FHI  with support from The Rockefeller Foundation.,Ingles
247,ITEM-187073,Siscor - Basic Learn how to use Siscor as a new user. The training covers the basic workflows of the system as well as complex functionalities. This training will be in Spanish.Training room: ,Ingles
248,ITEM-187074,Siscor - Advanced Learn how to use Siscor as an advanced use. The training covers the basic workflows of the system as well as complex functionalities. This training will be in Spanish.Training room: ,Ingles
249,ITEM-187075,Diaspora in Development Forum This session conducted in partnership with the Institute of Caribbean Studies is part of the National Caribbean  American  Legislative Week  (NCALW) .  The goal of this session is to explore opportunities and challenges to creating climate-smart economies and resilient societies through initiating strategies and tactics needed for paradigm shifts and institutional changes to achieve the transformation of the Caribbean.,Ingles
