Topic Modeling Id - New Index,Item ID,Title/Description,Idioma
57,ITEM-172001,"['hr', 'share', 'servic', '-', 'cw', 'train', 'workshop', 'train', 'workshop', 'hr', 'share', 'servic', 'cw', 'contract', 'team', 'cover', 'new', 'chang', 'am-', 'polici', 'new', 'hr', 'servic', 'system', 'vendor', 'po', 'guidelin', 'cw', 'tor', 'among', 'topics.']",Ingles
58,ITEM-173001,"['idb', 'group', 'mentor', 'program', 'idbg', 'mentor', 'program', 'voluntari', 'staff', 'develop', 'program', 'pair', 'staff', 'mentor', 'mente', 'give', 'mente', 'opportun', 'grow', 'profession', 'person', 'learn', 'mentor', 'mentor', 'opportun', 'develop', 'leadership', 'competencies.']",Ingles
59,ITEM-175001,"['introduct', 'strateg', 'asset', 'alloc', 'central', 'bank', 'introduct', 'strateg', 'asset', 'alloc', 'central', 'bank']",Ingles
60,ITEM-176001,"['innov', 'close', 'gender', 'divers', 'gap', '.', 'one-day', 'workshop', 'mit', 'medialab', 'lab', 'boston', '(see', 'agenda', 'annex', ').', 'workshop', 'particip', 'expos', 'latest', 'innov', 'could', 'appli', 'bank-financ', 'program', 'close', 'gender', 'divers', 'gaps.', 'learn', 'trip', 'would', 'serv', 'identifi', 'innov', 'solut', 'area', 'of:', 'ciudad', 'mujer', '(digit', 'ident', 'econom', 'empower', 'violenc', 'women', 'qualiti', 'services)', 'indigen', 'autonomi', '(govern', 'indigen', 'peopl', 'territories).', 'addit', 'opportun', 'econom', 'empower', 'indigen', 'peopl', 'panama', 'identifi', 'test', 'resourc', 'pn-t).']",Ingles
61,ITEM-178002,"['inform', 'session', 'regard', 'updat', 'regul', 'am-', 'complementari', 'workforc', 'inform', 'session', 'regard', 'updat', 'regul', 'am-', 'complementari', 'workforc']",Ingles
62,ITEM-178003,"['public-priv', 'partnership', 'certif', 'program', 'apmg', 'ppp', 'certif', 'program', 'innov', 'world', 'bank', 'multilater', 'share', 'vision', 'increas', 'effici', '“perform', '“of', 'public', 'privat', 'partnership', 'global', 'scale.th', 'main', 'aim', 'guid', 'ppp', 'certif', 'program', 'encourag', 'common', 'base', 'ppp', 'knowledg', 'assist', 'profession', 'multilater', 'public', 'administr', 'advis', 'develop', 'effici', 'sustain', 'ppp', 'help', 'appli', '“best', 'practices”', 'confirm', 'global', 'scale', 'improv', 'access', 'ppp', 'program', 'investor', 'promoters.']",Ingles
63,ITEM-181001,"['special', 'tax', 'regim', 'tax', 'evas', 'resourc', 'misallocation:', 'preliminari', 'step']",Ingles
64,ITEM-182001,"['bda', 'tableau', 'train', 'session', 'object', 'session', 'learn', 'specif', 'capabl', 'offer', 'tableau', 'relev', 'bgt', 'order', 'enhanc', 'visual', 'analyt', 'skills.', 'intend', 'structur', 'cours', 'sinc', 'audienc', '(list', 'below)', 'group', 'peopl', 'alreadi', 'work', 'tableau', 'good', 'knowledg', 'data', 'structur', 'edw', 'new', 'edw-cloud.', 'moreov', 'peopl', 'alreadi', 'licens', 'instal', '(which', 'prerequisit', 'take', 'full', 'advantag', 'session).', 'final', 'tabl', 'use', 'main', 'tabl', 'oper', 'time', 'report', 'budget', 'execution.', ""we'll"", 'provid', 'tabl', 'instructor', 'order', 'prepar', 'exercis', 'relev', 'current', 'participants.', 'base', 'background', 'experi', 'audienc', 'pace', 'level', '(technic', 'speaking)', 'expect', 'fast', 'high', 'order', 'advanc', 'navig', 'advanc', 'capabl', 'tool.']",Ingles
65,ITEM-185002,"['sec/trd:', 'dvx', 'train', 'session']",Ingles
66,ITEM-185003,"['high', 'resolut', 'remot', 'sens', 'data', 'set', 'applic', 'water', 'secur', 'climat', 'chang']",Ingles
67,ITEM-185004,"['rmg', 'workshop', 'department', 'workshop', 'staff', 'attend', 'learn', 'risk', 'assessment.']",Ingles
68,ITEM-185005,"['digit', 'transform', 'workshop', 'digit', 'transform', 'workshop', 'ine', 'management.']",Ingles
69,ITEM-185006,"['digit', 'transform', 'workshop', 'digit', 'transform', 'workshop', 'ine', 'divis']",Ingles
70,ITEM-185008,"['orp', 'knowledg', 'share', 'sceris', 'knowledg', 'exchang', 'opportun', 'acrosss', 'orp', 'offices.', 'cover', 'area', 'relev', 'mobil', 'partnership', 'resourc', 'manag', 'strateg', 'outreach.']",Ingles
71,ITEM-185010,"['impact', 'evalu', 'design', 'week', 'workshop', 'includ', 'combin', 'theoret', 'appli', 'session', 'impact', 'evalu', 'method', 'well', 'ampl', 'time', 'group', 'work', 'design', 'impact', 'evalu', 'particip', 'projects.', 'group', 'work', 'facilit', 'impact', 'evalu', 'expert', 'within', 'inter-american', 'develop', 'bank.']",Ingles
72,ITEM-185011,"['financ', 'project', 'resourc', 'european', 'union:', 'train', 'execut', 'agenc', 'tbd.']",Ingles
73,ITEM-185014,"['new', 'web', '–', 'drupal', 'platform', 'train', 'train', 'cover', 'drupal:', 'content', 'manag', 'system', '(cms)', 'new', 'websit', 'bank', 'replac', 'old', 'wms.']",Ingles
74,ITEM-185015,"['intern', 'hydropow', 'associ', 'hydropow', 'sustain', 'assess', 'protocol', 'intern', 'hydropow', 'associ', 'hydropow', 'sustain', 'assess', 'protocol']",Ingles
75,ITEM-185016,"['citi', '-', 'carbon', 'trust']",Ingles
76,ITEM-185017,"['world', 'energi', 'outlook']",Ingles
77,ITEM-185029,"['team', '-', 'learn', 'teams!', 'need', 'place', 'collabor', 'onlin', 'team?', 'idb', 'introduc', 'microsoft', 'team', 'one-stop', 'shop', 'work', 'organ', 'daili', 'work.', 'join', 'us', 'train', 'session.', 'inform', 'tool', 'pleas', 'visit', 'http://bid/']",Ingles
78,ITEM-185030,"['team', '-', 'ask', 'expert', 'session', 'alreadi', 'use', 'microsoft', 'team', 'questions?', 'perfect', 'opportun', 'join', 'us', 'week', 'thursday', 'morn', '¨ask', 'expert', 'session¨.', 'inform', 'tool', 'pleas', 'visit', 'http://bid/']",Ingles
79,ITEM-185038,"['client', 'engag', 'client', 'engag', 'program', 'endeavor', 'help', 'particip', 'articul', 'except', 'client', 'servic', 'by:\uf0a7', 'review', 'expect', 'client', 'have\uf0a7', 'discuss', 'client-centr', 'language\uf0a7', 'offer', 'strategi', 'manag', 'difficult', 'client', 'challeng', 'situations\uf0a7', 'provid', 'suggest', 'get', 'client', 'interact']",Ingles
80,ITEM-185040,"['convers', 'perform', 'base', 'contract']",Ingles
81,ITEM-185044,"['futur', 'work:', 'region', 'perspect', 'recent', 'technolog', 'innov', 'area', 'robot', 'autom', 'machin', 'learn', 'potenti', 'reduc', 'number', 'worker', 'requir', 'wide', 'rang', 'activities.', 'new', 'studi', '""the', 'futur', 'work:', 'region', 'perspectives""', 'analyz', 'trend', 'explain', 'technolog', 'potenti', 'chang', 'labor', 'market', 'around', 'world', 'come', 'year', 'identifi', 'impact', 'vari', 'across', 'world', 'present', 'concret', 'action', 'govern', 'take', 'face', 'challeng', 'leverag', 'opportun', 'present', 'trend.', 'launch', 'studi', 'joint', 'organ', 'african', 'develop', 'bank', '(afdb)', 'asian', 'develop', 'bank', '(asdb)', 'european', 'bank', 'reconstruct', 'develop', '(ebrd)', 'inter-american', 'develop', 'bank', '(idb).', 'launch', 'accompani', 'panel', 'discuss', 'futur', 'work', 'around', 'world.', 'panel', 'compos', 'presid', 'particip', 'region', 'develop', 'bank', 'along', 'expert', 'subject', 'susan', 'lund', '(mckinsey', 'company)', 'moder', 'carmen', 'pagé', '(idb).']",Ingles
82,ITEM-185046,"['conversacion', 'tsp', 'con', 'bid-invest']",Español
83,ITEM-185055,"['green', 'innov', 'polici', 'lac', 'countri', 'general', 'object', 'knowledg', 'session', 'provid', 'overview', 'best', 'polici', 'practic', 'area', 'gi', 'well', 'strengthen', 'capac', 'idb', 'serv', 'govern', 'region', 'demand', 'activ', 'promot', 'gi.', 'specif', 'object', 'expand', 'knowledg', 'idb', 'sector', 'specialist', 'main', 'featur', 'gi', 'gi', 'polici', 'well', 'understand', 'condit', 'success', 'implement', 'polici', 'region.']",Ingles
84,ITEM-185056,"['green', 'innov', 'polici', 'lac', 'countri', 'specif', 'object', 'expand', 'knowledg', 'idb', 'specislit', 'green', 'innov', 'featur', 'policies.', 'also', 'includ', 'understand', 'condit', 'sucess', 'implement', 'polici']",Ingles
85,ITEM-185057,"['bill', 'drayton', 'founder', 'ashoka', '|', 'futur', 'social', 'entrepreneurship', 'innov']",Ingles
86,ITEM-185058,"['green', 'financi', 'flows:', 'develop', 'financ', 'institut', 'align', 'pari', 'agreement?', 'multilater', 'develop', 'bank', 'vital', 'role', 'support', 'member', 'countri', 'meet', 'goal', 'pari', 'climat', 'agreement.', 'past', 'year', 'eg', 'extens', 'research', 'assess', 'progress', 'among', 'main', 'develop', 'bank', 'various', 'topic', 'includ', 'support', 'green', 'financ', 'technic', 'assist', 'energi', 'effici', 'forest', 'land', 'use', 'greenhous', 'gas', 'report', 'climat', 'risk', 'screen', 'carbon', 'pricing.thi', 'seminar', 'share', 'key', 'find', 'highlight', 'work', 'includ', 'select', 'case', 'studies.', 'implic', 'acceler', 'posit', 'race', 'top', 'reach', 'pari', 'climat', 'goals?']",Ingles
87,ITEM-185059,"['mindlab', '|', 'curio', 'innov', 'lab', 'methodologies?', '|', 'thoma', 'prehn', 'director', 'mindlab', 'mindlab', 'world', 'lead', 'public', 'sector', 'lab', 'public', 'servant', 'truli', 'embed', 'danish', 'govern', 'thoma', 'prehn', 'pioneer', 'organiz', 'transform', 'behavior', 'chang', 'leadership', 'mindshift', 'danish', 'public', 'sector.']",Ingles
88,ITEM-185061,"['pli', 'agreement', 'pli', 'membership', '-', '(to', 'start', 'june', ')']",Ingles
89,ITEM-185064,"['advisori', 'comite', 'scl']",Ingles
90,ITEM-185067,"['train', 'key', 'characterist', 'fff', 'train', 'session', 'introduc', 'particip', 'key', 'characterist', 'flexibl', 'financ', 'facil', '(fff)', 'bank´', 'singl', 'platform', 'approv', 'oc', 'sovereign', 'guarante', '(sg)', 'loans.']",Ingles
91,ITEM-185070,"['orp', 'innov', 'workshop', 'workshop', 'aim', 'strengthen', 'orp', 'team', 'abil', 'challeng', 'status', 'quo', 'develop', 'creativ', 'mind', 'chang', 'leader', 'within', 'idb', 'drive', 'innov', 'approach', 'i)', 'identifi', 'innov', 'approach', 'improv', 'orp', 'intern', 'extern', 'work;', 'ii)', 'increas', 'abil', 'manag', 'chang', 'collabor', 'innov', 'ways;', 'iii)', 'encourag', 'motiv', 'integr', 'inspir', 'team.']",Ingles
92,ITEM-185074,"['blend', 'finance:', 'theori', 'practic', 'talk', 'present', 'topic', 'blend', 'finance.']",Ingles
93,ITEM-185076,"['connect', 'dot', 'technolog', 'self', 'sovereign', 'ident', 'govern']",Ingles
94,ITEM-185094,"['new', 'methodolog', 'evalu', 'public', 'procur', 'system', 'map', 'purpos', 'workshop', 'is:a)', 'introduc', 'group', 'fmp', 'staff', 'new', 'map', '/', 'methodolog', 'evalu', 'public', 'procur', 'system', 'structur', 'form', 'applic', 'benefit', 'execut', 'process.b)', 'understand', 'global', 'scope', 'map', 'coverag', 'new', 'complementari', 'modul', 'enabl', 'analysi', 'extend', 'specif', 'detail', 'areas.c)', 'understand', 'practic', 'qualit', 'quantit', 'exercis', 'carri', 'analyz', 'evalu', 'framework', 'map', 'methodology.d)', 'understand', 'process', 'organ', 'execut', 'evalu', 'qualiti', 'control', 'scheme', 'prepar', 'reports.e)', 'understand', 'experi', 'fmp', 'specialist', 'appli', 'previous', 'map', 'share', 'good', 'practic', 'challeng', 'matter', 'look', 'forward', 'applic', 'futur', 'new', 'maps.']",Ingles
95,ITEM-185095,"['futur', 'work', '-', 'region', 'perspect']",Ingles
96,ITEM-185099,"['ask', 'expert', 'ezshar', '&', 'converg', 'improv', '-', 'ask', 'expert', 'ezshar', '&', 'converg', 'improv', '-', 'ipregúntal', 'al', 'experto', 'sobr', 'las', 'mejora', 'ezshar', '&', 'convergencia', '-']",Ingles
97,ITEM-185101,"['bbl:', 'manag', 'distribut', 'impact', 'carbon', 'price', 'seri', 'de', 'bbls', 'ccs']",Ingles
98,ITEM-185102,"['annual', 'meet', 'coo/fmp', 'inspir', 'motiv', 'vpc', 'team', 'bring', 'creativ', 'innov', 'day-to-day', 'work']",Ingles
99,ITEM-185103,"['second', 'annual', 'smith', 'analyt', 'confer', 'big', 'data', 'busi', 'intellig', 'predict', 'analyt', 'key', 'perform', 'indic', 'risk', 'analysi', 'market', 'research', '-', 'buzz', 'term', 'prolif', 'c-suite.', 'second', 'annual', 'smith', 'analyt', 'confer', 'april', 'learn', 'leverag', 'latest', 'analyt', 'best', 'practic', 'help', 'improv', 'compani', 'bottom', 'line.host', 'smith', 'analyt', 'consortium', 'univers', 'maryland', 'robert', 'h.', 'smith', 'school', 'busi', 'day-long', 'forum', 'featur', 'speaker', 'industri', 'govern', 'academia', 'discuss', 'experi', 'challeng', 'analytics.', 'smith', 'school', 'faculti', 'present', 'cutting-edg', 'research', 'field.']",Ingles
100,ITEM-185104,"['align', 'assur', 'train', 'workshop', 'particip', 'learn', 'compani', 'discuss', 'three', 'line', ')', 'defens', 'model', ')', 'valu', 'creat', 'align', 'assur', ')', 'best', 'way', 'promot', 'inform', 'sharing.', 'addit', 'group', 'identifi', 'area', 'take', 'action', 'process', 'improv', 'leadership', 'team', 'implement', 'superior', 'approach', 'well', 'develop', 'go-forward', '“strategy-on-a-page”', 'make', 'easi', 'implement', 'step', 'achiev', 'desir', 'futur', 'state.']",Ingles
101,ITEM-185105,"['internet', '-', 'ieee', 'internet', 'inclus']",Ingles
102,ITEM-186002,"['biodivers', 'environment', 'impact', 'assess', 'particip', 'cours', 'complet', 'two', 'steps:.', 'regist', 'session', '/', 'date', 'want', 'participate.', 'receiv', 'notif', 'email', 'instruct', 'follow']",Ingles
103,ITEM-186004,"['principl', 'review', 'environment', 'impact', 'assess', 'particip', 'cours', 'complet', 'two', 'steps:.', 'regist', 'session', '/', 'date', 'want', 'participate.', 'receiv', 'notif', 'email', 'instruct', 'follow']",Ingles
104,ITEM-186006,"['meaning', 'stakehold', 'engag', '(muse)', 'particip', 'cours', 'complet', 'two', 'steps:.', 'regist', 'session', '/', 'date', 'want', 'participate.', 'receiv', 'notif', 'email', 'instruct', 'follow']",Ingles
105,ITEM-186010,"['orp', 'fund', 'solut', 'fair', 'offic', 'outreach', 'partnership', '(orp)', 'cordial', 'invit', 'orp', 'fund', 'solut', 'fair.', 'event', 'provid', 'uniqu', 'window', 'array', 'resourc', 'mobil', 'instrument', 'extern', 'partner', 'avail', 'fund', 'sourc', 'project', 'activ', 'inform', 'access', 'resources.', 'event', 'take', 'place', 'pm', 'idbg', 'atrium.', 'feel', 'free', 'visit', 'websit', 'http://orp/']",Ingles
106,ITEM-186015,"['bbl:', 'build', 'resili', 'inclus', 'coffe', 'suppli', 'chain', 'latin', 'america', 'join', 'us', 'discuss', 'challeng', 'face', 'small', 'coffe', 'farmer', 'central', 'america', 'brazil', 'strategi', 'implement', 'privat', 'sector', 'sustain', 'programs.', 'present', 'focus', 'partnership', 'mif', 'hrns', 'foundat', 'two', 'specif', 'projects.', 'hrns', 'special', 'non-profit', 'organ', 'work', 'farmer', 'coffe', 'around', 'world', 'part', 'neumann', 'kaff', 'group', '(nkg)', 'global', 'leader', 'coffe', 'trade', 'base', 'germany.']",Ingles
107,ITEM-186016,"['mici', 'introduct', 'session', '-', 'webex', 'mici', 'offer', 'opportun', 'idbg', 'employe', 'get', 'know', 'mici', 'present', 'victoria', 'márquez-me', 'director.', 'introductori', 'session', 'account', 'idbg', 'purview', 'independ', 'consult', 'investig', 'mechan', 'one', 'oversight', 'offic', 'report', 'board', 'execut', 'director', 'idbg', 'institutions.', 'session', 'follow', 'languag', 'offered:', 'english', 'spanish', 'portuguese.']",Ingles
108,ITEM-186017,"['pilot', 'studi', 'trade', 'policymak', 'game', 'argentina', 'res', 'conduct', 'pilot', 'studi', 'trade', 'policymak', 'game', 'argentina.', 'begin', 'seri', 'detail', 'interview', 'privat', 'public', 'actor', 'march', 'april', '.', 'addit', 'provid', 'better', 'understand', 'trade', 'policymak', 'process', 'countri', 'earli', 'work', 'argentina', 'allow', 'team', 'develop', 'fine-tun', 'methodolog', 'term', 'refer', 'rest', 'countri', 'chapters.', 'involv', 'work', 'intern', 'consult', 'well', 'two', 'trip', 'consult', 'leader', 'team.']",Ingles
109,ITEM-186018,"['latinobarometro', 'survey', 'team', 'prepar', 'set', 'new', 'question', 'design', 'experi', 'implement', 'latinobarometro', 'survey', '.']",Ingles
110,ITEM-186019,"['paper', 'polit', 'economi', 'trade', 'polici', 'us', 'end', 'product', 'short', 'paper', 'polit', 'economi', 'trade', 'polici', 'us.', 'involv', 'hire', 'consult', 'produc', 'paper', 'key', 'element', 'order', 'provid', 'compar', 'perspect', 'guidanc', 'latin', 'american', 'countri', 'papers.']",Ingles
111,ITEM-186020,"['case', 'studi', 'australia´', 'product', 'commis', 'team', 'visit', 'australia´', 'product', 'commiss']",Ingles
112,ITEM-186021,"['capac', 'build', 'workshop', 'ccs', 'bahama', 'mandat', 'capac', 'build', 'workshop', 'ccs', 'bahama', 'mandat']",Ingles
113,ITEM-186027,"['mezzanin', 'invest', 'workshop', 'mezzanin', 'invest', 'workshop']",Ingles
114,ITEM-186028,"['conversatorio', 'con', 'warren', 'evan', '-', 'adb', 'special', 'project', 'facilit', 'mici', 'invit', 'convers', 'mr', 'warren', 'evan', 'know', 'adb', 'accpunt', 'function', 'especi', 'problem', 'solv', 'process.']",Ingles
115,ITEM-186030,"['time', 'attend', 'record', 'sap', 'staff', 'employe', 'time', 'report', 'critic', 'function', 'idb', 'captur', 'effort', 'employe', 'spend', 'work', 'differ', 'bank', 'product', 'activities.', 'time', 'report', 'essenti', 'increas', 'cultur', 'transpar', 'account', 'cost', 'effici', 'bank.', '-minut', 'cours', 'learn', 'time', 'report', 'fundament', 'bank', 'proper', 'administr', 'well', 'enter', 'time', 'attend', 'sap', 'timesheet.']",Ingles
116,ITEM-186031,"['fin', 'leadership', 'retreat', 'manag', 'annual', 'retreat']",Ingles
117,ITEM-186032,"['corpor', 'credit', 'analysi', 'corpor', 'credit', 'analysi']",Ingles
118,ITEM-186033,"['project', 'financ', 'credit', 'analysi', 'project', 'financ', 'credit', 'analysi']",Ingles
119,ITEM-186034,"['strateg', 'plan', 'session', '|', 'knl', 'exr', 'manag', 'team']",Ingles
120,ITEM-186035,"['strateg', 'plan', 'session', '|', 'knl', 'exr', 'department', 'workshop', 'strateg', 'plan', 'session', '|', 'one', 'team']",Ingles
121,ITEM-186036,"['esg', 'clinic', 'clinic', 'also', 'includ', 'open', 'qa', 'session', 'qr', 'group', 'op', 'group.', 'come', 'work', 'togeth', 'improv', 'qualiti', 'work:', 'it', 'everybodi', 'business.']",Ingles
122,ITEM-186037,"['esg', 'knowledg', 'week', 'third', 'edit', 'esg', 'foundat', 'train', 'focus', 'on.']",Ingles
123,ITEM-186044,"['project', 'manag', 'train', 'hrd', 'project', 'manag', 'train', 'deliv', 'hrd', 'hrd']",Ingles
124,ITEM-186046,"['access', 'inform', 'focal', 'point', 'workshop', 'workshop', 'focal', 'point', 'publish', 'relat', 'respons', 'access', 'inform', 'policy.']",Ingles
125,ITEM-186047,"['har', 'power', 'mobil', 'engag', 'citizen', 'across', 'lac']",Ingles
126,ITEM-186050,"['superhero', 'develop', 'award', 'idb', 'launch', 'award', 'recogn', 'valuabl', 'lesson', 'learn', 'execut', 'agenc', 'success', 'address', 'pre-empt', 'challeng', 'emerg', 'execut', 'develop', 'projects.', 'award', 'part', 'effort', 'improv', 'perform', 'project', 'idb', 'financ', 'systemat', 'learn', 'knowledg', 'sharing.']",Ingles
127,ITEM-186051,"['spider', 'scoreboard', 'cours', 'cours', 'featur', 'profession', 'spider', 'scoreboard', 'trainer', 'teach', 'webex', 'follow', 'learn', 'objectives:•', 'review', 'sampl', 'dashboard', '(not', 'fins)•', 'develop', 'reports•', 'use', 'initiatives•', 'develop', 'briefings•', 'set', 'dashboards•', 'import', 'larg', 'data', 'set', 'information•', 'els', 'possibl', 'spider', 'scoreboard', 'softwar']",Ingles
128,ITEM-186055,"['chang', 'manag', 'train', 'session']",Ingles
129,ITEM-186059,"['chief', 'oper']",Ingles
130,ITEM-186063,"['pmr', 'exam', 'exam', 'avail', 'english', 'spanish.', 'pleas', 'review', 'recommend', 'preparatori', 'cours', 'mention', 'find', 'mylearn', 'portal:-pmr', 'overview-pmr', 'project', 'approval-pmr', 'eligibility-pmr', 'execution-pmr', 'validation-pmr', 'perform', 'classificationto', 'take', 'exam', 'go', 'to:', 'https://indesvirtual.iadb.org/course/view.php?id=']",Ingles
131,ITEM-186064,"['social', 'scienc', 'climat', 'change:', 'thought', 'research', 'agenda', 'seminar', 'share', 'key', 'find', 'highlight', 'work', 'todd', 'a.', 'eisenstadt.key', 'findings:•', 'climat', 'chang', 'may', 'caus', 'mass', 'migrat', 'defin', 'migrat', 'reason', 'relat', 'direct', 'extrem', 'weather', 'meteorolog', 'events.•', 'across', 'globe', 'indigen', 'communiti', 'particular', 'vocal', 'climat', 'chang', 'threat', 'tradit', 'way', 'life', 'repres', 'cosmovision—or', 'tradit', 'worldview—result', 'demand', 'protect', 'earth', 'part', 'core', 'beliefs.']",Ingles
132,ITEM-186065,"['sustain', 'research', 'seminar', 'series:', 'kati', 'arkema', 'inter-american', 'develop', 'bank', ""(idb's)"", 'sustain', 'research', 'seminar', '(srs)', 'seri', 'interest', 'research', 'focus', 'environment', 'natur', 'resourc', 'climat', 'urban', 'issu', 'latin', 'america', 'caribbean.th', 'object', 'provid', 'regular', 'schedul', 'idb-wid', 'forum', 'idb', 'research', 'staff', 'focus', 'climat', 'environment', 'natur', 'resourc', 'urban', 'issu', 'network', 'top', 'research', 'field', 'keep', 'appris', 'frontier', 'research', 'method', 'present', 'get', 'construct', 'feedback', 'research.']",Ingles
133,ITEM-186066,"['embrac', 'exponenti', 'disrupt', 'workshop']",Ingles
134,ITEM-186067,"['workshop', 'green', 'line']",Ingles
135,ITEM-186070,"['financ', 'project', 'resourc', 'european', 'union:', 'train', 'execut', 'agenc', 'cours', 'design', 'team', 'member', 'execut', 'agencies.', 'provid', 'overview', 'special', 'requir', 'implement', 'project', 'financ', 'co-financ', 'resourc', 'european', 'union', '(eu)', 'framework', 'agreement', 'idb', 'eu.aft', 'complet', 'cours', 'particip', 'abl', 'describ', 'role', 'respons', 'project', 'financ', 'co-financ', 'eu', 'resources.', 'also', 'abl', 'execut', 'task', 'project', 'accord', 'correspond', 'rules.']",Ingles
136,ITEM-186072,"['write', 'busi', 'peopl', 'train', 'help', 'particip', 'maxim', 'impact', 'narrat', 'techniqu', 'includ', 'stori', 'anecdot', 'metaphors.']",Ingles
137,ITEM-186074,"['blend', 'financ', 'theori', 'practic', 'learn', 'us$', 'million', 'concession', 'resourc', 'mobil', 'us$', 'high', 'impact', 'invest']",Ingles
138,ITEM-186075,"['creat', 'good', 'work', 'program', 'session', 'tip', 'creat', 'work', 'program']",Ingles
139,ITEM-186079,"['cut', 'edg', 'undestand', 'dinam', 'metropolitan', 'govern', 'lac', ')', 'adapt', 'ica', 'framework', 'context', 'metropolitan', 'govern', 'lac.', ')', 'metropolitan', 'govern', 'workshop', 'equip', 'particip', 'skill', 'appli', 'ica', 'framework', 'metropolitan', 'govern', 'lac.', ')', 'iii.', 'final', 'onlin', 'public', 'white', 'paper', '(discuss', 'note)', 'summar', 'learn', 'task', '(i)', '(ii)', 'above.']",Ingles
140,ITEM-186080,"['idb', 'dashboard', 'webinar', 'idb', 'personnel', 'learn', 'navig', 'idb', 'project', 'dashboard.', 'recent', 'develop', 'tool', 'allow', 'anyon', 'follow', 'progress', 'lend', 'program', 'supervis', 'bank', 'portfolio', 'loan', 'project', 'guarante', 'technic', 'cooper', 'invest', 'grants.', 'idb', 'project', 'dashboard', 'integr', 'three', 'dashboard', 'one', '(vps', 'vpc', 'gcm).', 'futur', 'idb', 'project', 'dashboard', 'includ', 'sourc', 'information.']",Ingles
141,ITEM-186081,"['cut', 'edg', 'park', 'peopl', 'innov', 'manag', 'program', 'design', 'sustain', 'park', 'new', 'york', 'citi']",Ingles
142,ITEM-186083,"['explor', 'valu', 'ad', 'safeguard', 'workshop', 'harvard', 'zoffna', 'boston', 'univers']",Ingles
143,ITEM-186085,"['fomin', 'digit', 'transform', 'workshop']",Ingles
144,ITEM-186086,"['discuss', 'data', 'ethics:', 'use', 'power', 'ai', 'algorithm', 'social', 'good', 'almost', 'everi', 'bilater', 'multilater', 'institut', 'non-government', 'organ', 'govern', 'integr', 'tech-bas', 'intervent', 'differ', 'develop', 'social-safeti', 'net', 'program', 'technolog', 'offer', 'cost-effect', 'scalabl', 'way', 'reach', 'need.', 'addit', 'offer', 'opportun', 'develop', 'account', 'transpar', 'system', 'design', 'increas', 'user-cent', 'interventions.', 'nevertheless', 'recent', 'scandal', 'social', 'media', 'arena', 'well', 'instanc', 'govern', 'institut', 'abandon', 'pilot', 'due', 'privaci', 'secur', 'trust', 'issu', 'highlight', 'need', 'address', 'challeng', 'technolog', 'present', 'adopt', 'critic', 'asset', 'success', 'execut', 'varieti', 'programs.', 'context', 'discuss', 'help', 'highlight', 'grow', 'concern', 'surround', 'data', 'collect', 'analysi', 'make', 'data', 'social', 'import', 'guid', 'principl', 'best', 'practic', 'assess', 'data', 'ethics.']",Ingles
145,ITEM-186090,"['equiti', 'workshop:', 'whys', 'when', 'whats.', 'purpos', 'train', 'provid', 'idb', 'invest', 'staff', 'context', 'idb', 'invest', 'work', 'equiti', 'space', 'share', 'tool', 'analyz', 'structur', 'equiti', 'investment.']",Ingles
146,ITEM-186093,"['financ', 'project', 'resourc', 'european', 'union:', 'train', 'execut', 'agenc', 'cours', 'design', 'team', 'member', 'execut', 'agencies.', 'provid', 'overview', 'special', 'requir', 'implement', 'project', 'financ', 'co-financ', 'resourc', 'european', 'union', '(eu)', 'framework', 'agreement', 'idb', 'eu.', 'complet', 'cours', 'particip', 'abl', 'describ', 'role', 'respons', 'project', 'financ', 'co-financ', 'eu', 'resources.', 'also', 'abl', 'execut', 'task', 'project', 'accord', 'correspond', 'rules.']",Ingles
147,ITEM-186095,"['work', 'media']",Ingles
148,ITEM-186096,"['extrem', 'make-over:', 'linkedin', 'edit']",Ingles
149,ITEM-186099,"['network', 'science:', 'structur', 'control', '|', 'albert-laszlo', 'barabasi', 'ifd', 'exceptiona', 'voic', 'seri']",Ingles
150,ITEM-186100,"['visual', 'document', 'bank', 'work', 'cours', 'provid', 'particip', 'understand', 'potenti', 'impact', 'includ', 'qualiti', 'photograph', 'video', 'part', 'social', 'media', 'efforts.']",Ingles
151,ITEM-186101,"['visit', 'washington', 'state', 'institut', 'public', 'polici', '-day', 'visit', 'one', 'agenc', 'consid', 'cutting-edg', 'us', 'regard', 'adopt', 'data-driven', 'decision-making.', 'washington', 'state', 'institut', 'public', 'polici', 'consid', 'one', 'advanc', 'initi', 'regard', 'product', 'use', 'cost-benefit', 'data', 'us.', 'fact', 'institut', 'develop', 'sophist', 'methodolog', 'estim', 'cost', 'benefit', 'rang', 'polici', 'option', 'publish', 'result', 'onlin', 'tool.', 'visit', 'agenc', 'washington', 'state', 'institut', 'public', 'polici', 'could', 'use', 'learn', 'methodolog', 'also', 'communic', 'result', 'generat', 'facilit', 'use', 'public', 'policy.']",Ingles
